Year,period,code,carrier,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2013,3,WN,Southwest Airlines Co.,1255,232,63,6,46,1,115,14,2,10706,2759,476,1729,25,5717
2013,4,AA,American Airlines Inc.,553,140,37,4,45,0,54,12,2,9359,2714,351,2318,1,3974
2013,4,B6,JetBlue Airways,378,103,29,1,38,0,35,3,1,6197,1766,88,1982,16,2346
2013,4,DL,Delta Air Lines Inc.,479,68,23,2,25,0,18,1,1,3974,1664,190,1112,2,1007
2013,4,UA,United Air Lines Inc.,518,117,33,2,48,0,33,6,1,7420,2024,235,2470,7,2685
2013,4,WN,Southwest Airlines Co.,1157,240,61,6,50,1,122,7,2,11208,2600,525,1956,37,6090
2013,5,AA,American Airlines Inc.,586,128,34,6,42,0,47,8,4,8319,2133,538,2137,3,3508
2013,5,B6,JetBlue Airways,355,68,19,1,27,0,20,1,1,4156,1130,109,1464,10,1443
2013,5,DL,Delta Air Lines Inc.,501,68,23,1,26,0,18,0,1,3833,1633,118,1008,1,1074
2013,5,UA,United Air Lines Inc.,544,105,30,2,45,0,29,4,1,6114,1678,167,2166,3,2100
2013,5,WN,Southwest Airlines Co.,1176,239,67,7,46,1,118,5,3,11607,2871,599,1904,24,6209
2013,6,AA,American Airlines Inc.,552,156,39,9,42,0,66,8,3,10533,2682,696,2160,4,4991
2013,6,B6,JetBlue Airways,362,106,27,2,37,0,39,3,1,7768,1871,193,2443,14,3247
2013,6,DL,Delta Air Lines Inc.,487,113,36,4,39,0,34,2,1,7551,2586,471,2154,4,2335
2013,6,UA,United Air Lines Inc.,538,146,43,4,50,0,50,7,2,10163,2682,372,2782,4,4323
2013,6,WN,Southwest Airlines Co.,1146,302,85,10,53,1,153,9,4,16392,4310,844,2387,23,8827
2013,7,AA,American Airlines Inc.,576,138,38,6,40,0,54,11,3,8045,2333,398,1810,1,3504
2013,7,B6,JetBlue Airways,389,135,37,3,40,1,55,4,1,9332,2436,252,2320,33,4291
2013,7,DL,Delta Air Lines Inc.,524,129,41,4,44,0,40,2,2,8647,3106,401,2357,1,2782
2013,7,UA,United Air Lines Inc.,582,144,41,4,53,0,47,8,2,9405,2496,306,2879,2,3722
2013,7,WN,Southwest Airlines Co.,1180,271,78,9,52,1,132,9,3,13158,3503,628,2102,27,6898
2013,8,AA,American Airlines Inc.,572,98,31,3,29,0,36,6,2,5516,1782,293,1193,4,2245
2013,8,B6,JetBlue Airways,386,104,30,1,32,1,40,1,1,6328,1959,74,1511,28,2756
2013,8,DL,Delta Air Lines Inc.,521,77,26,2,27,0,22,0,1,4208,1829,128,1037,1,1212
2013,8,UA,United Air Lines Inc.,577,115,35,3,39,0,36,3,2,6641,1958,231,1808,5,2638
2013,8,WN,Southwest Airlines Co.,1123,286,86,6,48,1,146,5,2,13090,3568,482,1920,19,7102
2013,9,AA,American Airlines Inc.,526,81,27,3,23,0,28,3,2,4830,1620,247,1011,1,1952
2013,9,B6,JetBlue Airways,326,53,17,1,19,0,17,1,1,3341,1078,83,930,16,1234
2013,9,DL,Delta Air Lines Inc.,461,44,16,1,17,0,10,0,1,2371,1093,52,654,1,570
2013,9,UA,United Air Lines Inc.,515,75,22,2,29,0,21,3,1,4827,1326,212,1571,3,1716
2013,9,WN,Southwest Airlines Co.,1046,240,70,5,41,1,123,7,2,10774,2842,438,1569,19,5906
2013,10,AA,American Airlines Inc.,572,97,30,2,30,0,35,1,1,4724,1700,106,973,0,1945
2013,10,B6,JetBlue Airways,340,44,13,0,19,0,11,0,0,2151,731,19,726,6,670
2013,10,DL,Delta Air Lines Inc.,496,42,16,0,16,0,10,0,0,2053,1081,31,484,4,453
2013,10,UA,United Air Lines Inc.,569,83,27,1,33,0,22,2,1,4344,1416,61,1338,4,1525
2013,10,WN,Southwest Airlines Co.,1099,228,68,3,41,1,116,4,1,8994,2579,212,1352,16,4834
2013,11,AA,American Airlines Inc.,540,88,28,2,26,0,32,9,1,4566,1631,111,886,46,1891
2013,11,B6,JetBlue Airways,356,52,17,0,20,0,14,1,1,2468,925,22,722,8,792
2013,11,DL,Delta Air Lines Inc.,468,54,18,1,20,0,15,0,0,2861,1274,92,685,41,769
2013,11,UA,United Air Lines Inc.,535,77,26,2,28,0,20,3,1,4204,1365,127,1137,42,1532
2013,11,WN,Southwest Airlines Co.,1007,199,65,3,30,0,100,5,2,8695,2583,250,1140,15,4707
2013,12,AA,American Airlines Inc.,544,124,35,9,35,0,45,36,1,6827,2082,621,1360,3,2762
2013,12,B6,JetBlue Airways,386,133,39,2,46,1,46,6,1,7399,2242,187,1975,24,2970
2013,12,DL,Delta Air Lines Inc.,446,89,29,4,32,0,24,2,1,4790,1967,338,1187,0,1297
2013,12,UA,United Air Lines Inc.,499,125,48,4,40,0,33,7,1,6734,2439,284,1633,0,2377
2013,12,WN,Southwest Airlines Co.,1066,441,137,5,62,2,235,9,2,20341,5916,365,2428,44,11588
2014,1,AA,American Airlines Inc.,540,112,35,9,28,0,39,19,1,6329,2138,608,1098,1,2485
2014,1,B6,JetBlue Airways,368,117,39,6,32,0,39,39,2,9711,3184,985,1565,16,3960
2014,1,DL,Delta Air Lines Inc.,441,108,35,10,30,0,32,22,1,7826,2787,1175,1574,1,2290
2014,1,UA,United Air Lines Inc.,484,116,43,8,33,0,31,23,1,7396,2627,685,1429,0,2655
2014,1,WN,Southwest Airlines Co.,1029,326,105,6,48,1,166,50,5,19604,5743,546,2267,28,11020
2014,2,AA,American Airlines Inc.,489,102,29,5,33,0,35,23,1,6086,1870,400,1508,1,2308
2014,2,B6,JetBlue Airways,330,97,29,2,32,0,33,18,2,5746,1773,220,1529,17,2208
2014,2,DL,Delta Air Lines Inc.,426,75,25,4,27,0,20,20,1,4300,1650,466,1068,2,1116
2014,2,UA,United Air Lines Inc.,455,119,42,5,41,0,32,17,1,7021,2326,380,1884,0,2432
2014,2,WN,Southwest Airlines Co.,950,249,73,5,42,0,128,30,2,11879,3371,350,1659,9,6490
2014,3,AA,American Airlines Inc.,551,100,30,3,33,0,33,10,1,5640,1844,254,1310,4,2227
2014,3,B6,JetBlue Airways,377,78,24,1,27,0,26,7,1,4017,1327,74,1106,6,1505
2014,3,DL,Delta Air Lines Inc.,512,79,27,2,27,0,23,1,1,4030,1743,183,948,1,1155
2014,3,UA,United Air Lines Inc.,545,106,39,3,34,0,30,6,1,5813,2027,177,1419,0,2189
2014,3,WN,Southwest Airlines Co.,1139,302,92,3,47,0,160,13,1,13795,4056,275,1685,9,7769
2014,4,AA,American Airlines Inc.,552,94,27,3,34,0,30,2,2,5415,1791,211,1350,2,2061
2014,4,B6,JetBlue Airways,368,77,20,1,31,0,24,5,1,4337,1165,74,1538,9,1552
2014,4,DL,Delta Air Lines Inc.,509,74,23,2,27,0,21,0,1,3815,1555,186,976,1,1098
2014,4,UA,United Air Lines Inc.,520,91,27,2,38,0,24,2,1,4745,1400,103,1607,0,1635
2014,4,WN,Southwest Airlines Co.,1114,279,83,4,42,0,149,6,2,12728,3732,263,1564,9,7159
2014,5,AA,American Airlines Inc.,557,113,34,6,35,0,38,13,3,7146,2047,697,1741,3,2659
2014,5,B6,JetBlue Airways,353,70,21,1,25,0,23,9,2,4174,1223,111,1281,12,1547
2014,5,DL,Delta Air Lines Inc.,512,78,26,2,29,0,21,1,1,4376,1736,174,1278,11,1175
2014,5,UA,United Air Lines Inc.,558,122,36,4,47,0,35,7,3,7821,2058,296,2527,0,2940
2014,5,WN,Southwest Airlines Co.,1131,306,94,6,43,0,163,9,4,16110,4427,626,1943,12,9104
2014,6,AA,American Airlines Inc.,546,168,41,10,52,0,66,6,3,11031,2802,814,2454,3,4958
2014,6,B6,JetBlue Airways,348,71,21,2,26,0,22,7,1,4061,1173,175,1281,7,1426
2014,6,DL,Delta Air Lines Inc.,505,96,29,5,34,0,28,0,1,5485,1942,310,1577,1,1655
2014,6,UA,United Air Lines Inc.,564,159,49,6,54,0,50,8,2,9901,2817,527,2643,0,3914
2014,6,WN,Southwest Airlines Co.,1147,367,108,9,53,0,197,10,4,20594,5629,812,2384,13,11756
2014,7,AA,American Airlines Inc.,565,147,40,6,45,0,55,7,3,8772,2552,542,1970,4,3704
2014,7,B6,JetBlue Airways,370,114,31,4,38,0,42,11,1,7893,1929,456,2357,16,3136
2014,7,DL,Delta Air Lines Inc.,531,70,25,3,24,0,18,1,1,4330,1703,287,1174,1,1166
2014,7,UA,United Air Lines Inc.,595,139,44,6,43,0,46,8,2,8680,2519,474,2160,1,3526
2014,7,WN,Southwest Airlines Co.,1226,361,112,10,51,0,187,12,3,20178,6116,827,2123,7,11105
2014,8,AA,American Airlines Inc.,550,139,40,7,42,0,50,6,3,8544,2544,654,1818,2,3525
2014,8,B6,JetBlue Airways,366,80,24,2,27,1,27,2,1,4032,1283,132,1074,25,1518
2014,8,DL,Delta Air Lines Inc.,521,76,25,4,26,0,20,2,1,4812,1872,416,1201,2,1320
2014,8,UA,United Air Lines Inc.,587,129,41,5,43,0,41,6,2,7568,2213,357,1959,0,3039
2014,8,WN,Southwest Airlines Co.,1156,278,85,8,46,0,139,5,3,14331,4154,586,1809,16,7766
2014,9,AA,American Airlines Inc.,515,93,29,1,34,0,28,3,1,5020,1791,72,1371,7,1779
2014,9,B6,JetBlue Airways,313,42,11,1,20,0,10,1,1,2035,587,55,803,6,584
2014,9,DL,Delta Air Lines Inc.,466,65,19,2,27,0,17,1,1,3212,1233,135,1000,3,842
2014,9,UA,United Air Lines Inc.,544,98,29,3,40,0,26,6,1,5561,1526,183,1880,1,1971
2014,9,WN,Southwest Airlines Co.,1101,203,60,5,42,0,96,13,3,10237,2846,391,1725,19,5256
2014,10,AA,American Airlines Inc.,544,124,33,4,46,0,41,5,1,7517,2071,318,2256,13,2859
2014,10,B6,JetBlue Airways,341,54,14,1,24,0,14,1,1,2809,723,78,1159,6,842
2014,10,DL,Delta Air Lines Inc.,501,66,19,1,26,0,18,0,0,3183,1168,90,973,1,950
2014,10,UA,United Air Lines Inc.,602,131,43,2,50,0,37,4,1,7211,2164,163,2287,0,2596
2014,10,WN,Southwest Airlines Co.,1154,218,64,3,43,0,108,8,1,9954,2838,222,1599,3,5292
2014,11,AA,American Airlines Inc.,532,111,33,4,32,0,42,3,1,6405,2141,252,1213,5,2794
2014,11,B6,JetBlue Airways,352,63,17,1,28,0,17,3,1,3189,903,77,1138,6,1066
2014,11,DL,Delta Air Lines Inc.,472,63,19,2,26,0,16,0,0,3217,1241,146,948,3,879
2014,11,UA,United Air Lines Inc.,561,104,38,4,32,0,30,4,1,5900,1958,242,1478,0,2223
2014,11,WN,Southwest Airlines Co.,1112,203,61,3,38,0,101,7,1,9717,2949,227,1342,12,5187
2014,12,AA,American Airlines Inc.,534,137,42,1,42,0,52,4,1,7787,2804,83,1529,6,3365
2014,12,B6,JetBlue Airways,385,72,22,0,28,0,21,2,1,3593,1122,20,1202,15,1235
2014,12,DL,Delta Air Lines Inc.,459,50,17,2,20,0,12,0,0,2599,1169,123,720,0,588
2014,12,UA,United Air Lines Inc.,539,144,53,2,49,0,39,4,1,8103,2607,119,2524,1,2852
2014,12,WN,Southwest Airlines Co.,1173,323,101,5,53,1,165,10,2,16204,4820,341,2125,21,8896
2015,1,AA,American Airlines Inc.,544,118,38,4,34,0,41,11,1,6858,2515,306,1240,8,2788
2015,1,B6,JetBlue Airways,379,87,25,2,32,0,28,19,1,4846,1341,165,1417,20,1902
2015,1,DL,Delta Air Lines Inc.,444,56,18,3,21,0,14,5,0,3169,1224,285,825,4,830
2015,1,UA,United Air Lines Inc.,499,109,43,6,32,0,28,13,1,6337,2254,430,1481,0,2172
2015,1,WN,Southwest Airlines Co.,1163,220,69,4,41,0,105,21,3,10574,3230,326,1520,10,5487
2015,2,AA,American Airlines Inc.,498,99,30,7,36,0,27,32,1,6271,2080,641,1551,6,1993
2015,2,B6,JetBlue Airways,347,115,34,3,37,0,41,23,1,7430,2208,364,1799,19,3040
2015,2,DL,Delta Air Lines Inc.,417,79,25,7,25,0,23,12,1,5143,1746,715,1161,1,1520
2015,2,UA,United Air Lines Inc.,483,113,42,8,34,0,29,13,1,6292,2176,495,1581,0,2039
2015,2,WN,Southwest Airlines Co.,1049,193,60,5,40,0,89,40,2,9344,2928,387,1505,4,4519
2015,3,AA,American Airlines Inc.,561,119,42,2,35,0,39,17,1,6951,2706,225,1327,5,2688
2015,3,B6,JetBlue Airways,396,103,32,1,34,0,35,8,2,6855,1918,178,2001,8,2751
2015,3,DL,Delta Air Lines Inc.,519,79,27,3,27,0,23,4,1,4663,1794,376,1173,1,1318
2015,3,UA,United Air Lines Inc.,581,117,45,5,34,0,34,9,1,7020,2347,417,1664,0,2592
2015,3,WN,Southwest Airlines Co.,1270,226,74,4,40,0,107,25,3,11465,3851,327,1485,21,5780
2015,4,AA,American Airlines Inc.,560,109,33,7,36,0,33,4,3,7021,2129,584,1591,5,2712
2015,4,B6,JetBlue Airways,380,71,21,1,25,0,23,2,1,4244,1238,93,1298,6,1609
2015,4,DL,Delta Air Lines Inc.,505,64,21,3,23,0,17,1,1,3731,1430,252,983,2,1065
2015,4,UA,United Air Lines Inc.,530,103,39,3,29,0,33,5,1,6330,2149,226,1441,0,2513
2015,4,WN,Southwest Airlines Co.,1237,215,64,6,42,0,103,7,3,10551,3263,423,1492,4,5368
2015,5,AA,American Airlines Inc.,588,113,33,8,36,0,36,12,3,7553,2371,814,1594,6,2768
2015,5,B6,JetBlue Airways,364,54,17,1,19,0,16,3,1,3397,1028,126,1122,9,1113
2015,5,DL,Delta Air Lines Inc.,506,63,21,3,21,0,18,1,1,4286,1549,341,1102,2,1293
2015,5,UA,United Air Lines Inc.,600,133,45,6,40,0,42,5,3,8231,2380,511,1958,5,3376
2015,5,WN,Southwest Airlines Co.,1252,252,77,9,42,0,124,11,5,13774,4034,817,1732,9,7182
2015,6,AA,American Airlines Inc.,569,126,39,6,37,0,44,7,3,8539,2854,466,1750,8,3460
2015,6,B6,JetBlue Airways,358,73,20,2,27,0,24,4,1,4831,1200,169,1636,6,1820
2015,6,DL,Delta Air Lines Inc.,512,88,27,5,29,0,27,2,2,5772,1895,537,1498,3,1839
2015,6,UA,United Air Lines Inc.,583,179,63,7,44,0,65,14,3,12517,3882,542,2505,0,5588
2015,6,WN,Southwest Airlines Co.,1276,323,102,12,49,0,159,22,6,18300,5668,1079,2095,13,9446
2015,7,AA,American Airlines Inc.,947,180,57,6,56,0,60,7,3,10499,3493,433,2389,19,4166
2015,7,B6,JetBlue Airways,381,85,25,2,27,0,31,4,1,5007,1420,147,1382,8,2050
2015,7,DL,Delta Air Lines Inc.,557,85,26,5,29,0,26,1,2,4978,1796,304,1270,3,1604
2015,7,UA,United Air Lines Inc.,588,148,55,4,35,0,54,6,2,9950,3394,305,1794,0,4457
2015,7,WN,Southwest Airlines Co.,1322,335,102,9,54,0,170,10,5,18943,5694,666,2309,12,10262
2015,8,AA,American Airlines Inc.,938,170,57,7,52,1,53,9,3,10151,3761,506,2341,30,3513
2015,8,B6,JetBlue Airways,378,93,28,3,26,1,35,4,1,5939,1724,277,1357,63,2518
2015,8,DL,Delta Air Lines Inc.,554,79,25,5,25,0,24,0,1,4729,1733,359,1154,2,1480
2015,8,UA,United Air Lines Inc.,568,114,41,5,30,0,38,4,2,7211,2317,354,1592,9,2940
2015,8,WN,Southwest Airlines Co.,1258,241,75,10,43,0,112,12,5,13740,4164,789,1923,12,6852
2015,9,AA,American Airlines Inc.,834,114,40,4,40,0,31,4,2,6310,2490,298,1505,14,2003
2015,9,B6,JetBlue Airways,335,65,20,2,23,0,20,1,1,3569,1093,129,1092,7,1249
2015,9,DL,Delta Air Lines Inc.,494,46,16,2,17,0,11,0,1,2571,1116,162,650,1,641
2015,9,UA,United Air Lines Inc.,503,67,24,2,22,0,19,1,1,4015,1384,125,980,1,1524
2015,9,WN,Southwest Airlines Co.,1170,137,43,5,30,0,59,4,2,6699,2181,343,1093,13,3068
2015,10,AA,American Airlines Inc.,868,114,40,4,40,0,30,8,2,6615,2481,387,1573,12,2162
2015,10,B6,JetBlue Airways,359,66,24,1,21,0,19,2,1,3480,1195,65,1036,5,1180
2015,10,DL,Delta Air Lines Inc.,528,41,17,1,14,0,10,0,1,2317,1229,55,495,1,537
2015,10,UA,United Air Lines Inc.,540,64,25,1,19,0,19,2,1,4035,1491,66,887,0,1591
2015,10,WN,Southwest Airlines Co.,1215,145,48,3,30,0,63,4,2,7178,2345,301,1155,3,3374
2015,11,AA,American Airlines Inc.,830,127,42,5,45,1,35,6,2,7264,2548,445,1792,49,2430
2015,11,B6,JetBlue Airways,368,60,22,0,20,0,17,2,1,3184,1153,30,885,12,1104
2015,11,DL,Delta Air Lines Inc.,516,54,18,2,19,0,14,0,1,2969,1323,144,708,6,788
2015,11,UA,United Air Lines Inc.,508,77,26,3,24,0,24,4,1,5578,1702,267,1431,1,2177
2015,11,WN,Southwest Airlines Co.,1210,188,59,4,37,0,87,11,2,8838,2942,319,1354,14,4209
2015,12,AA,American Airlines Inc.,832,157,52,5,55,1,44,14,2,9200,3283,516,2238,26,3137
2015,12,B6,JetBlue Airways,389,114,40,1,31,1,42,1,1,7398,2391,185,1490,27,3305
2015,12,DL,Delta Air Lines Inc.,481,77,24,5,24,0,23,1,1,5297,1777,594,1191,2,1732
2015,12,UA,United Air Lines Inc.,505,101,36,4,27,0,34,9,1,8024,2477,400,1764,0,3383
2015,12,WN,Southwest Airlines Co.,1250,276,87,6,45,1,137,19,3,14448,4251,563,1745,23,7866
2016,1,AA,American Airlines Inc.,796,131,46,4,45,0,36,29,1,7321,3076,382,1551,15,2296
2016,1,B6,JetBlue Airways,371,98,36,2,26,0,35,14,1,5712,1956,193,1088,18,2456
2016,1,DL,Delta Air Lines Inc.,471,62,20,4,22,0,17,7,1,3973,1544,414,905,1,1109
2016,1,UA,United Air Lines Inc.,462,65,24,3,20,0,17,16,1,3990,1438,194,1024,1,1334
2016,1,WN,Southwest Airlines Co.,1211,164,52,4,34,0,74,31,2,7626,2515,283,1172,13,3643
2016,2,AA,American Airlines Inc.,752,116,36,3,44,0,31,11,1,6878,2317,343,1972,11,2236
2016,2,B6,JetBlue Airways,351,99,32,3,28,0,35,9,1,7778,2205,435,1632,13,3493
2016,2,DL,Delta Air Lines Inc.,452,58,18,3,20,0,17,2,1,3990,1436,384,985,2,1182
2016,2,UA,United Air Lines Inc.,469,60,19,3,20,0,18,4,1,4503,1256,287,1341,0,1619
2016,2,WN,Southwest Airlines Co.,1131,119,37,4,26,0,52,16,2,5917,1855,360,961,7,2734
2016,3,AA,American Airlines Inc.,860,160,47,4,58,1,50,5,2,9155,3070,362,2286,33,3404
2016,3,B6,JetBlue Airways,384,89,30,1,27,0,31,2,1,5412,1737,97,1283,24,2272
2016,3,DL,Delta Air Lines Inc.,532,63,21,2,22,0,18,0,1,3806,1584,192,925,3,1102
2016,3,UA,United Air Lines Inc.,515,91,27,3,30,0,31,6,1,6256,1857,234,1590,0,2574
2016,3,WN,Southwest Airlines Co.,1302,228,61,6,51,0,110,15,3,10796,2904,501,1935,14,5442
2016,4,AA,American Airlines Inc.,814,125,39,3,48,0,35,7,2,7364,2517,385,1956,12,2494
2016,4,B6,JetBlue Airways,374,75,26,1,22,0,26,3,1,5074,1605,58,1187,10,2213
2016,4,DL,Delta Air Lines Inc.,525,50,19,1,16,0,14,0,1,3115,1488,120,656,1,850
2016,4,UA,United Air Lines Inc.,497,66,20,2,21,0,23,7,1,4451,1344,156,1102,0,1850
2016,4,WN,Southwest Airlines Co.,1254,222,60,5,49,1,107,11,2,10664,2881,427,1855,19,5482
2016,5,AA,American Airlines Inc.,894,164,48,8,60,1,47,6,3,10275,3406,782,2532,18,3537
2016,5,B6,JetBlue Airways,362,68,24,1,21,0,21,1,1,3686,1273,142,895,10,1366
2016,5,DL,Delta Air Lines Inc.,556,62,23,2,20,0,17,0,1,3582,1689,148,735,3,1006
2016,5,UA,United Air Lines Inc.,540,83,26,3,27,0,27,3,2,5692,1665,289,1411,0,2327
2016,5,WN,Southwest Airlines Co.,1277,228,61,7,49,1,111,7,5,11051,2817,646,1820,19,5750
2016,6,AA,American Airlines Inc.,895,234,71,9,73,0,82,9,3,15658,5111,920,3365,21,6242
2016,6,B6,JetBlue Airways,361,89,28,2,28,0,31,3,1,5593,1577,169,1555,16,2275
2016,6,DL,Delta Air Lines Inc.,540,88,27,4,28,0,28,0,2,5870,2058,406,1381,3,2021
2016,6,UA,United Air Lines Inc.,522,102,32,4,32,0,33,4,3,7208,2081,416,1729,0,2982
2016,6,WN,Southwest Airlines Co.,1291,308,89,9,57,1,153,17,5,17003,4744,793,2400,56,9010
2016,7,AA,American Airlines Inc.,928,252,75,11,78,1,88,16,4,17371,5382,1033,4060,26,6870
2016,7,B6,JetBlue Airways,378,113,36,3,32,0,41,8,1,8584,2387,407,2258,19,3513
2016,7,DL,Delta Air Lines Inc.,569,101,32,6,33,0,30,2,2,8122,2694,628,2224,2,2573
2016,7,UA,United Air Lines Inc.,559,122,37,7,37,0,42,7,3,9456,2512,695,2357,0,3893
2016,7,WN,Southwest Airlines Co.,1324,342,104,12,57,0,168,39,6,21420,6461,1093,2716,17,11133
2016,8,AA,American Airlines Inc.,863,223,66,9,73,1,75,16,3,15074,4898,912,3656,44,5565
2016,8,B6,JetBlue Airways,375,96,30,3,26,0,37,5,1,6612,1848,263,1670,23,2808
2016,8,DL,Delta Air Lines Inc.,560,99,39,3,26,0,31,12,1,9333,4494,250,1494,11,3084
2016,8,UA,United Air Lines Inc.,565,122,35,5,41,0,40,4,2,8172,2175,370,2152,20,3455
2016,8,WN,Southwest Airlines Co.,1273,244,66,9,57,0,112,8,4,11965,3229,676,2181,34,5845
2016,9,AA,American Airlines Inc.,763,127,38,5,49,0,34,3,1,7107,2455,342,1999,10,2301
2016,9,B6,JetBlue Airways,339,70,20,2,24,0,24,2,1,3989,1104,139,1120,13,1613
2016,9,DL,Delta Air Lines Inc.,507,49,17,2,18,0,12,0,1,2881,1261,176,720,3,722
2016,9,UA,United Air Lines Inc.,539,81,26,3,29,0,24,2,1,5233,1667,178,1392,0,1996
2016,9,WN,Southwest Airlines Co.,1196,167,46,5,40,0,76,4,2,7583,2162,314,1435,7,3666
2016,10,AA,American Airlines Inc.,808,114,37,1,45,0,31,9,1,5854,2236,74,1635,11,1898
2016,10,B6,JetBlue Airways,357,73,25,1,22,0,25,8,1,3961,1344,88,964,10,1555
2016,10,DL,Delta Air Lines Inc.,534,38,15,1,14,0,9,3,0,2069,1050,28,541,3,447
2016,10,UA,United Air Lines Inc.,561,89,28,1,32,0,28,4,1,5644,1721,47,1635,1,2240
2016,10,WN,Southwest Airlines Co.,1245,177,45,2,48,0,81,11,1,7486,2042,159,1690,3,3592
2016,11,AA,American Airlines Inc.,789,112,33,1,47,0,30,2,1,5695,1961,87,1701,16,1929
2016,11,B6,JetBlue Airways,365,56,20,0,19,0,17,1,1,3050,1160,20,788,5,1076
2016,11,DL,Delta Air Lines Inc.,494,42,15,1,16,0,10,0,1,2331,1073,76,602,3,576
2016,11,UA,United Air Lines Inc.,524,71,22,1,26,0,22,1,1,4426,1342,140,1260,0,1684
2016,11,WN,Southwest Airlines Co.,1229,167,45,3,42,1,76,3,2,7067,1997,222,1436,24,3389
2016,12,AA,American Airlines Inc.,794,159,49,4,56,0,49,6,1,9405,3232,425,2201,21,3526
2016,12,B6,JetBlue Airways,386,105,35,1,30,0,38,4,2,6922,2158,177,1396,34,3157
2016,12,DL,Delta Air Lines Inc.,484,88,30,5,30,0,24,1,1,5834,2262,492,1373,4,1703
2016,12,UA,United Air Lines Inc.,497,112,36,5,37,0,34,6,1,7718,2171,556,1973,2,3015
2016,12,WN,Southwest Airlines Co.,1274,296,85,5,58,0,146,22,2,14826,4038,464,2292,13,8020
2017,1,AA,American Airlines Inc.,786,151,44,3,61,1,42,11,2,8336,2820,354,2314,27,2821
2017,1,B6,JetBlue Airways,391,96,31,1,28,1,35,8,2,6403,1953,138,1465,30,2817
2017,1,DL,Delta Air Lines Inc.,469,84,28,7,26,0,23,5,1,6653,2590,803,1413,3,1844
2017,1,UA,United Air Lines Inc.,487,102,31,3,39,0,28,3,1,7085,2176,261,2151,2,2496
2017,1,WN,Southwest Airlines Co.,1239,285,68,7,71,0,138,27,3,14057,3346,621,2766,9,7315
2017,2,AA,American Airlines Inc.,714,96,30,1,40,0,25,8,1,5383,2014,165,1484,5,1714
2017,2,B6,JetBlue Airways,357,82,25,1,26,0,29,16,1,4827,1496,119,1192,12,2009
2017,2,DL,Delta Air Lines Inc.,438,43,14,2,16,0,11,2,1,2636,1013,206,722,1,695
2017,2,UA,United Air Lines Inc.,435,75,21,2,30,0,23,4,1,5333,1421,198,1754,0,1959
2017,2,WN,Southwest Airlines Co.,1100,177,41,5,51,0,81,15,2,7790,1877,342,1756,2,3812
2017,3,AA,American Airlines Inc.,868,157,46,3,59,0,48,14,1,8943,3116,198,2303,17,3309
2017,3,B6,JetBlue Airways,406,102,31,1,34,0,36,16,0,6917,2004,84,2021,8,2800
2017,3,DL,Delta Air Lines Inc.,531,66,20,3,24,0,18,3,1,4447,1599,328,1248,2,1270
2017,3,UA,United Air Lines Inc.,521,91,24,2,36,0,29,7,1,6041,1636,121,1950,0,2335
2017,3,WN,Southwest Airlines Co.,1323,244,59,5,62,0,117,24,2,10787,2659,425,2204,10,5489
2017,4,AA,American Airlines Inc.,767,154,41,4,60,0,49,8,1,9905,2919,302,2840,11,3832
2017,4,B6,JetBlue Airways,394,102,30,1,33,0,38,6,1,7867,2048,87,2306,10,3416
2017,4,DL,Delta Air Lines Inc.,531,100,32,10,28,0,30,22,1,10109,3550,1545,1960,3,3051
2017,4,UA,United Air Lines Inc.,469,84,19,1,38,0,25,0,1,5804,1288,102,2287,0,2127
2017,4,WN,Southwest Airlines Co.,1290,252,62,5,60,0,124,10,2,12684,3092,482,2438,3,6670
2017,5,AA,American Airlines Inc.,831,158,43,3,64,0,49,5,2,9327,2906,192,2845,15,3369
2017,5,B6,JetBlue Airways,381,114,34,1,37,0,43,10,1,9236,2415,91,2850,13,3866
2017,5,DL,Delta Air Lines Inc.,549,93,28,2,35,0,28,0,1,6047,2060,147,2027,3,1811
2017,5,UA,United Air Lines Inc.,531,92,20,2,44,0,27,1,1,6480,1506,219,2519,0,2235
2017,5,WN,Southwest Airlines Co.,1302,287,75,7,64,0,142,6,2,14257,3590,561,2672,10,7425
2017,6,AA,American Airlines Inc.,787,195,51,9,67,0,68,13,2,13113,3688,766,3444,19,5197
2017,6,B6,JetBlue Airways,378,139,38,3,41,0,57,9,1,11516,2900,367,2884,14,5352
2017,6,DL,Delta Air Lines Inc.,544,92,28,4,33,0,27,1,1,6110,2107,316,1819,6,1862
2017,6,UA,United Air Lines Inc.,525,104,24,3,42,0,35,2,2,7768,1932,304,2472,1,3060
2017,6,WN,Southwest Airlines Co.,1309,333,90,10,64,0,169,13,3,17771,4610,926,2728,28,9479
2017,7,AA,American Airlines Inc.,863,212,60,11,67,1,74,16,4,14557,4392,989,3410,36,5730
2017,7,B6,JetBlue Airways,395,133,40,3,36,0,53,10,1,10699,2940,326,2627,13,4793
2017,7,DL,Delta Air Lines Inc.,569,94,30,5,32,0,27,0,2,6449,2402,363,1764,15,1905
2017,7,UA,United Air Lines Inc.,547,110,26,5,38,0,40,4,2,8745,2001,524,2458,0,3762
2017,7,WN,Southwest Airlines Co.,1372,331,91,12,63,0,164,10,4,16932,4453,915,2619,15,8930
2017,8,AA,American Airlines Inc.,809,168,48,6,61,1,53,10,2,10033,3140,460,2723,25,3685
