ID,NCode,Year,Month,DOM_Flights,INT_Flights,TOT_Flights,DOM_Passengers,INT_Passengers,TOT_Passengers,Arr_flights,Arr_del15,Carrier_ct,Weather_ct,NAS_ct,Security_ct,Late_aircraft_ct,Arr_cancelled,Arr_diverted,Arr_delay,Carrier_delay,Weather_delay,NAS_delay,Security_delay,Late_aircraft_delay,inc_dec,inc_dec_label
393,4,2011,9,92514,,92514,8751116,,8751116,1292,190,51,6,33,1,100,9,3,9567,2328,447,1368,29,5395,441295,1
405,4,2012,9,89679,,89679,8706901,,8706901,1168,151,41,5,31,1,73,4,1,7210,1803,363,1268,22,3755,-44215,2
417,4,2013,9,89563,,89563,8894868,,8894868,1046,240,70,5,41,1,123,7,2,10774,2842,438,1569,19,5906,187967,1
429,4,2014,9,93765,510,94275,10028082,40846,10068928,1101,203,60,5,42,0,96,13,3,10237,2846,391,1725,19,5256,1174060,1
441,4,2015,9,100390,1076,101466,11424637,111647,11536284,1170,137,43,5,30,0,59,4,2,6699,2181,343,1093,13,3068,1467356,1
453,4,2016,9,103890,1645,105535,12132315,170649,12302964,1196,167,46,5,40,0,76,4,2,7583,2162,314,1435,7,3666,766680,1
465,4,2017,9,102352,2027,104379,11730577,194527,11925104,1228,174,52,4,36,0,81,40,2,8408,2383,334,1430,6,4255,-377860,2
477,4,2018,9,106109,2543,108652,12231041,265385,12496426,1258,174,53,5,41,1,75,12,2,8926,2738,335,1780,67,4006,571322,1
382,4,2010,10,94483,,94483,9358790,,9358790,1373,302,94,4,45,1,157,5,2,13261,3819,349,1719,38,7335,582711,1
394,4,2011,10,96618,,96618,9522266,,9522266,1350,168,49,4,28,1,86,9,2,7816,2180,285,1066,21,4263,163476,1
406,4,2012,10,94449,,94449,9590443,,9590443,1247,195,59,4,38,1,93,22,2,8856,2586,276,1410,26,4558,68177,1
418,4,2013,10,94220,,94220,9764881,,9764881,1099,228,68,3,41,1,116,4,1,8994,2579,212,1352,16,4834,174438,1
430,4,2014,10,98651,585,99236,10953878,58677,11012555,1154,218,64,3,43,0,108,8,1,9954,2838,222,1599,3,5292,1247674,1
442,4,2015,10,104306,1383,105689,12373023,154322,12527345,1215,145,48,3,30,0,63,4,2,7178,2345,301,1155,3,3374,1514790,1
454,4,2016,10,107429,1686,109115,12821619,192548,13014167,1245,177,45,2,48,0,81,11,1,7486,2042,159,1690,3,3592,486822,1
466,4,2017,10,109710,2337,112047,13249770,251680,13501450,1282,188,59,1,40,1,88,8,1,8286,2853,73,1377,38,3946,487283,1
478,4,2018,10,114189,2627,116816,13766257,308342,14074599,1349,213,66,3,48,0,96,8,2,9959,3236,211,1749,24,4737,573149,1
383,4,2010,11,91159,,91159,8858830,,8858830,1324,268,89,3,37,1,138,4,2,10872,3513,209,1204,23,5923,603416,1
395,4,2011,11,90947,,90947,9070943,,9070943,1269,137,40,4,23,1,68,7,2,6137,1845,217,852,21,3201,212113,1
407,4,2012,11,89816,,89816,9163136,,9163136,1157,154,52,3,25,1,74,6,1,7641,2321,267,957,18,4077,92193,1
419,4,2013,11,89241,,89241,9282585,,9282585,1007,199,65,3,30,0,100,5,2,8695,2583,250,1140,15,4707,119449,1
431,4,2014,11,95105,1384,96489,10417562,133868,10551430,1112,203,61,3,38,0,101,7,1,9717,2949,227,1342,12,5187,1268845,1
443,4,2015,11,103214,2065,105279,11917933,223425,12141358,1210,188,59,4,37,0,87,11,2,8838,2942,319,1354,14,4209,1589928,1
455,4,2016,11,106840,2018,108858,12689307,231216,12920523,1229,167,45,3,42,1,76,3,2,7067,1997,222,1436,24,3389,779165,1
467,4,2017,11,108647,3043,111690,13253765,329377,13583142,1268,150,53,1,26,1,70,6,1,7181,2639,99,886,59,3497,662619,1
479,4,2018,11,111427,3298,114725,13627166,386053,14013219,1320,228,75,3,45,1,105,11,2,11087,3729,249,1725,28,5355,430077,1
384,4,2010,12,92495,,92495,8946340,,8946340,1364,420,135,9,52,3,221,25,4,20129,5812,571,2114,74,11558,591393,1
396,4,2011,12,93852,,93852,9062653,,9062653,1308,160,48,4,29,1,78,5,1,7151,2077,253,1082,20,3719,116313,1
408,4,2012,12,91382,,91382,9039620,,9039620,1185,291,91,6,45,2,147,16,3,14068,4090,501,1777,59,7641,-23033,2
420,4,2013,12,94221,,94221,10248472,,10248472,1066,441,137,5,62,2,235,9,2,20341,5916,365,2428,44,11588,1208852,1
432,4,2014,12,100173,1448,101621,11250167,160079,11410246,1173,323,101,5,53,1,165,10,2,16204,4820,341,2125,21,8896,1161774,1
444,4,2015,12,106071,2136,108207,12123894,247140,12371034,1250,276,87,6,45,1,137,19,3,14448,4251,563,1745,23,7866,960788,1
456,4,2016,12,109111,2654,111765,12547225,298023,12845248,1274,296,85,5,58,0,146,22,2,14826,4038,464,2292,13,8020,474214,1
468,4,2017,12,110122,3329,113451,12974166,370007,13344173,1291,256,83,3,46,1,124,12,2,12079,3939,239,1721,71,6109,498925,1
480,4,2018,12,112255,3533,115788,13205219,414310,13619529,1330,269,93,2,47,2,125,11,2,12871,4408,197,1782,68,6417,275356,1
