ID,code,Airline,Year,Month,DOM_Flights,INT_Flights,TOT_Flights,DOM_Passengers,INT_Passengers,TOT_Passengers,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
107,AA,American Airlines,2017,11,"69,689.00","14,062.00","83,751.00","9,486,559.00","2,018,610.00","11,505,169.00",718.32,78.74,29.02,0.69,27.27,0.4,21.37,1.06,0.82,"4,090.93","1,725.42",57.51,864.08,44.73,"1,399.19"
108,AA,American Airlines,2017,12,"73,581.00","16,631.00","90,212.00","9,716,423.00","2,403,612.00","12,120,035.00",737.44,128.34,40.35,4.32,45.72,0.33,37.62,3.12,1.16,"7,615.81","2,653.43",438.89,"1,805.93",12.6,"2,704.96"
109,AA,American Airlines,2018,1,"72,293.00","15,612.00","87,905.00","9,031,178.00","2,233,160.00","11,264,338.00",766.65,117.91,39.97,4.75,40.38,0.29,32.52,15.4,1.1,"7,040.72","2,655.55",388.04,"1,575.67",12.39,"2,409.07"
110,AA,American Airlines,2018,2,"67,711.00","14,307.00","82,018.00","8,753,570.00","1,957,329.00","10,710,899.00",712.39,126.36,35.26,4.58,48.91,0.2,37.41,8.91,1.8,"7,340.53","2,318.60",379.05,"2,051.22",8.31,"2,583.34"
111,AA,American Airlines,2018,3,"75,893.00","16,863.00","92,756.00","10,422,226.00","2,442,033.00","12,864,259.00",823.24,117.89,41.77,2.18,37.03,0.31,36.61,26.2,1.23,"6,429.93","2,563.68",185.43,"1,289.66",14.99,"2,376.16"
112,AA,American Airlines,2018,4,"74,118.00","16,567.00","90,685.00","9,879,265.00","2,362,254.00","12,241,519.00",759.02,115.68,37.49,3.43,39.33,0.21,35.23,4.65,1.64,"6,867.36","2,471.28",295.73,"1,619.57",8.29,"2,472.49"
113,AA,American Airlines,2018,5,"77,253.00","17,133.00","94,386.00","10,356,532.00","2,549,757.00","12,906,289.00",829.33,164.6,48.77,6.63,53.21,0.22,55.76,10.28,2.55,"11,053.07","3,437.02",615.35,"2,628.34",8.22,"4,364.14"
114,AA,American Airlines,2018,6,"77,266.00","17,672.00","94,938.00","10,635,376.00","2,775,993.00","13,411,369.00",783.63,189.25,56.64,10.42,53.54,0.27,68.38,13.97,2.54,"12,167.41","3,812.38",855.04,"2,495.69",11.37,"4,992.93"
115,AA,American Airlines,2018,7,"79,177.00","18,423.00","97,600.00","10,882,459.00","2,938,321.00","13,820,780.00",807.36,220.48,65.17,11,66.19,0.37,77.75,18.73,2.65,"14,825.90","4,460.46","1,041.48","3,321.75",22.77,"5,979.44"
116,AA,American Airlines,2018,8,"79,351.00","17,185.00","96,536.00","10,584,430.00","2,719,275.00","13,303,705.00",804.06,203.76,59.7,10.19,67.24,0.33,66.3,14.17,2.97,"13,634.10","4,166.81",874.3,"3,467.09",13.93,"5,111.97"
117,AA,American Airlines,2018,9,"73,948.00","14,136.00","88,084.00","9,004,336.00","2,088,901.00","11,093,237.00",774.53,150.7,45.43,6.8,54.3,0.64,43.53,14.87,2.42,"9,937.95","3,187.93",654.34,"2,614.67",90.77,"3,390.24"
118,AA,American Airlines,2018,10,"78,497.00","14,896.00","93,393.00","10,268,808.00","2,219,703.00","12,488,511.00",797.61,159.94,46.69,5.2,55.96,0.19,51.9,6.83,1.97,"10,043.77","3,265.64",532.83,"2,273.45",8.43,"3,963.41"
119,AA,American Airlines,2018,11,"74,178.00","13,765.00","87,943.00","9,888,304.00","2,042,505.00","11,930,809.00",768.7,139.99,44.72,3.19,50.53,0.29,41.26,5.26,1.23,"8,469.80","3,069.76",374.3,"2,063.53",12.54,"2,949.68"
120,AA,American Airlines,2018,12,"74,942.00","16,032.00","90,974.00","9,764,388.00","2,378,953.00","12,143,341.00",746.28,136.81,42.43,4.29,50.44,0.39,39.27,13.59,1.8,"7,749.00","2,693.79",407.24,"1,859.46",17.53,"2,770.98"
241,B6,Jetblue Airways,2009,1,"16,001.00","1,451.00","17,452.00","1,512,870.00","147,109.00","1,659,979.00",378.16,87.47,20.02,1.05,36.5,0.16,29.74,6.33,1.05,"4,758.93","1,272.40",93.07,"1,630.35",7.3,"1,755.81"
242,B6,Jetblue Airways,2009,2,"14,997.00","1,700.00","16,697.00","1,468,858.00","167,247.00","1,636,105.00",350.86,62.95,15.27,0.25,26.71,0.08,20.65,2.47,0.63,"3,712.93","1,002.88",17.49,"1,332.86",3.23,"1,356.47"
243,B6,Jetblue Airways,2009,3,"16,884.00","1,979.00","18,863.00","1,772,633.00","198,373.00","1,971,006.00",398.81,75.14,17.07,0.94,33.94,0.09,23.1,6.6,1.05,"4,639.88","1,182.44",102.19,"1,773.44",2.14,"1,579.67"
244,B6,Jetblue Airways,2009,4,"16,370.00","1,966.00","18,336.00","1,747,015.00","199,694.00","1,946,709.00",393,93.51,20.36,1.45,43.7,0.06,27.95,12.67,1.23,"6,300.81","1,390.23",228.26,"2,629.93",3.37,"2,049.02"
245,B6,Jetblue Airways,2009,5,"16,168.00","1,958.00","18,126.00","1,646,075.00","178,229.00","1,824,304.00",368.59,81.25,18.02,0.7,39.27,0.12,23.14,1.41,1.2,"4,816.48","1,327.39",36.5,"2,038.02",3.18,"1,411.39"
246,B6,Jetblue Airways,2009,6,"16,351.00","2,072.00","18,423.00","1,708,753.00","192,823.00","1,901,576.00",366.76,100.91,22.2,1.56,47.21,0.03,29.92,3.58,1.04,"7,291.47","1,781.69",181.27,"3,012.51",1.42,"2,314.58"
247,B6,Jetblue Airways,2009,7,"17,160.00","2,383.00","19,543.00","1,922,565.00","258,611.00","2,181,176.00",388.44,96.02,24.9,1.24,41.08,0.21,28.6,7.27,1.27,"7,197.27","1,984.71",108.2,"2,713.76",10,"2,380.60"
248,B6,Jetblue Airways,2009,8,"17,147.00","2,409.00","19,556.00","1,919,323.00","271,441.00","2,190,764.00",386.11,86.13,24.83,0.86,33.81,0.12,26.51,5.29,1.13,"5,657.67","1,739.84",73.07,"1,919.67",9.04,"1,916.04"
249,B6,Jetblue Airways,2009,9,"14,483.00","1,838.00","16,321.00","1,446,836.00","173,145.00","1,619,981.00",315.13,35.07,18.9,0.11,14.17,0.03,1.87,0.37,0.33,"1,810.54","1,143.70",6.37,560.72,0.65,99.11
250,B6,Jetblue Airways,2009,10,"14,695.00","1,750.00","16,445.00","1,551,790.00","170,422.00","1,722,212.00",327.18,53.84,11.86,0.27,28.22,0.03,13.46,0.87,1.36,"2,710.93",674.13,26.76,"1,232.89",0.73,776.42
251,B6,Jetblue Airways,2009,11,"15,357.00","1,967.00","17,324.00","1,575,934.00","191,511.00","1,767,445.00",341.56,36.27,9.8,0.25,15.26,0.01,10.95,0.47,0.6,"1,869.58",579.49,20.33,655.98,0.16,613.62
252,B6,Jetblue Airways,2009,12,"16,246.00","2,192.00","18,438.00","1,735,840.00","221,176.00","1,957,016.00",372.76,110.73,32.22,1.45,38.17,0.34,38.56,12.11,0.8,"6,554.20","1,950.42",135.22,"1,843.40",12.31,"2,612.84"
253,B6,Jetblue Airways,2010,1,"16,027.00","2,183.00","18,210.00","1,536,621.00","212,671.00","1,749,292.00",361.11,85.93,23.85,0.95,29.8,0.19,31.14,5.38,0.62,"5,711.80","1,613.87",72.53,"1,590.44",8.4,"2,426.56"
254,B6,Jetblue Airways,2010,2,"14,484.00","2,052.00","16,536.00","1,436,320.00","205,392.00","1,641,712.00",340.07,89.98,26.58,2.72,30.26,0.54,29.88,18.51,0.67,"5,533.49","1,518.00",346.6,"1,507.73",17.11,"2,144.04"
255,B6,Jetblue Airways,2010,3,"17,268.00","2,353.00","19,621.00","1,857,652.00","256,107.00","2,113,759.00",394.38,97.82,31.52,0.37,33.97,0.43,31.54,11.09,1.07,"6,149.82","2,088.09",29.4,"1,640.47",15.89,"2,375.98"
256,B6,Jetblue Airways,2010,4,"16,786.00","2,299.00","19,085.00","1,782,058.00","251,517.00","2,033,575.00",374.36,51.91,17.08,1.33,16.81,0.17,16.52,2.02,0.71,"2,887.89","1,046.49",99.93,724.67,4.64,"1,012.16"
257,B6,Jetblue Airways,2010,5,"16,002.00","2,409.00","18,411.00","1,729,301.00","251,827.00","1,981,128.00",350.46,55.5,17.28,0.91,23.36,0.11,13.83,3.96,1.17,"3,288.13","1,094.91",77.63,"1,216.43",4.98,894.17
258,B6,Jetblue Airways,2010,6,"16,320.00","2,506.00","18,826.00","1,808,994.00","280,265.00","2,089,259.00",356.41,62.54,20.38,1.43,22.02,0.03,18.68,2.96,0.98,"3,917.11","1,370.76",94.22,"1,129.24",0.78,"1,322.11"
259,B6,Jetblue Airways,2010,7,"17,740.00","2,942.00","20,682.00","2,002,980.00","347,006.00","2,349,986.00",387.09,92.8,33.43,1.3,27.77,0.1,30.21,2.48,0.83,"5,813.28","2,101.72",132.93,"1,486.52",2.5,"2,089.61"
260,B6,Jetblue Airways,2010,8,"17,651.00","2,920.00","20,571.00","1,986,949.00","352,005.00","2,338,954.00",376.77,83.45,29.75,0.95,26.07,0.18,26.5,2.09,0.64,"5,086.49","1,886.51",87.79,"1,302.02",5.62,"1,804.55"
261,B6,Jetblue Airways,2010,9,"15,716.00","2,089.00","17,805.00","1,639,859.00","228,337.00","1,868,196.00",344.37,67.85,21.41,1.08,27.2,0.06,18.1,4.04,1.28,"4,278.50","1,480.00",116.89,"1,426.50",1.96,"1,253.15"
262,B6,Jetblue Airways,2010,10,"16,483.00","2,027.00","18,510.00","1,783,521.00","221,749.00","2,005,270.00",367.51,82.71,26.24,0.34,33.56,0.17,22.4,2.04,0.78,"4,814.13","1,719.51",38.11,"1,506.60",5.73,"1,544.18"
263,B6,Jetblue Airways,2010,11,"16,718.00","1,962.00","18,680.00","1,776,516.00","212,382.00","1,988,898.00",349.31,69.85,23.84,0.2,25.8,0.21,19.8,2.1,1.08,"3,425.04","1,372.42",11.71,914.19,6.63,"1,120.10"
264,B6,Jetblue Airways,2010,12,"16,654.00","2,278.00","18,932.00","1,788,497.00","250,172.00","2,038,669.00",385.36,125.47,43.6,1.29,39.73,0.25,40.61,32.81,1.13,"8,279.81","3,129.94",151.34,"1,949.96",10.11,"3,038.47"
265,B6,Jetblue Airways,2011,1,"16,244.00","2,260.00","18,504.00","1,666,910.00","246,521.00","1,913,431.00",364.28,107.19,36.09,1.1,33.2,0.41,36.4,19.57,0.57,"6,285.43","2,213.72",81.57,"1,577.66",13.4,"2,399.06"
266,B6,Jetblue Airways,2011,2,"15,259.00","2,106.00","17,365.00","1,596,782.00","220,204.00","1,816,986.00",340.04,98.11,29.35,0.55,36.49,0.18,31.54,17.34,1.79,"5,703.45","1,839.02",53.89,"1,647.68",6.51,"2,156.34"
267,B6,Jetblue Airways,2011,3,"18,466.00","2,522.00","20,988.00","2,025,200.00","279,672.00","2,304,872.00",393.21,109.6,34.62,0.8,39.81,0.16,34.21,1.79,1.32,"6,870.55","2,272.72",108.23,"2,028.87",5.09,"2,455.64"
268,B6,Jetblue Airways,2011,4,"18,106.00","2,589.00","20,695.00","1,901,180.00","283,316.00","2,184,496.00",387.49,116.91,34.22,1.14,46.73,0.32,34.51,3.96,1.57,"7,725.34","2,313.17",176.51,"2,656.83",10.06,"2,568.77"
269,B6,Jetblue Airways,2011,5,"17,901.00","2,390.00","20,291.00","1,923,880.00","270,895.00","2,194,775.00",358.58,83.1,22.47,0.77,36.04,0.12,23.7,1.6,0.82,"4,951.80","1,347.98",68.94,"1,976.18",4,"1,554.70"
270,B6,Jetblue Airways,2011,6,"18,205.00","2,601.00","20,806.00","1,951,745.00","286,895.00","2,238,640.00",365.88,92.86,29.2,1.57,31.98,0.13,29.98,3.16,1.06,"6,452.62","2,157.24",204.22,"1,798.28",4.24,"2,288.64"
271,B6,Jetblue Airways,2011,7,"19,501.00","3,180.00","22,681.00","2,195,724.00","379,032.00","2,574,756.00",390.98,97.78,31.82,1.69,31.94,0.19,32.15,2.28,1.14,"6,180.22","2,201.76",172.24,"1,613.48",6.66,"2,186.08"
272,B6,Jetblue Airways,2011,8,"18,276.00","2,903.00","21,179.00","2,063,123.00","359,149.00","2,422,272.00",390.2,120.9,35.83,3.05,37.12,0.23,44.65,27.46,1.54,"9,395.70","2,691.70",408.46,"2,388.66",8,"3,898.88"
273,B6,Jetblue Airways,2011,9,"16,940.00","2,456.00","19,396.00","1,759,225.00","253,830.00","2,013,055.00",338.76,73.94,21.01,0.84,30.53,0.14,21.41,0.64,0.6,"4,363.80","1,361.84",56.42,"1,512.52",5.14,"1,427.88"
274,B6,Jetblue Airways,2011,10,"17,411.00","2,384.00","19,795.00","1,904,825.00","253,874.00","2,158,699.00",363.75,81.92,23.19,0.99,33.35,0.27,24.12,1.96,0.94,"4,843.48","1,492.31",138.85,"1,576.31",8.29,"1,627.71"
275,B6,Jetblue Airways,2011,11,"17,636.00","2,550.00","20,186.00","1,928,157.00","269,137.00","2,197,294.00",374.3,51.49,16.88,0.19,19.2,0.1,15.12,0.17,1.04,"2,639.62",934.79,14.09,787.34,2.6,900.81
276,B6,Jetblue Airways,2011,12,"18,908.00","3,225.00","22,133.00","2,007,341.00","326,283.00","2,333,624.00",385.76,60.47,21.6,0.38,18.99,0.13,19.37,0.63,0.69,"3,435.00","1,224.37",28.37,905.12,4.57,"1,272.57"
277,B6,Jetblue Airways,2012,1,"17,842.00","2,842.00","20,684.00","1,863,646.00","299,674.00","2,163,320.00",364.43,66.71,22.36,0.31,22.46,0.1,21.49,0.98,0.71,"3,564.45","1,319.61",20.73,879.65,3.43,"1,341.02"
278,B6,Jetblue Airways,2012,2,"17,349.00","2,720.00","20,069.00","1,830,931.00","289,752.00","2,120,683.00",354.04,54.24,18.72,0.12,19.19,0.1,16.11,0.39,0.47,"2,636.37","1,065.96",5.16,696.24,3.1,865.9
279,B6,Jetblue Airways,2012,3,"19,707.00","3,151.00","22,858.00","2,219,395.00","344,264.00","2,563,659.00",402.71,78.08,27.43,0.37,24.72,0.07,25.49,1.47,0.45,"4,097.22","1,647.45",25.35,896.94,2.76,"1,524.73"
280,B6,Jetblue Airways,2012,4,"19,135.00","3,148.00","22,283.00","2,121,516.00","352,723.00","2,474,239.00",390.49,50.69,20.3,0.45,14.25,0.12,15.58,0.49,0.45,"2,665.71","1,209.04",27.71,517.94,3.9,907.12
281,B6,Jetblue Airways,2012,5,"18,713.00","2,941.00","21,654.00","2,061,439.00","311,021.00","2,372,460.00",352.66,58.75,18.03,1.38,21.67,0.24,17.43,0.45,0.79,"3,308.42","1,079.23",95.62,"1,006.47",7.38,"1,119.72"
282,B6,Jetblue Airways,2012,6,"19,079.00","3,147.00","22,226.00","2,138,056.00","348,751.00","2,486,807.00",363.26,77.09,25.83,2.51,19.84,0.3,28.61,4.3,0.74,"5,667.87","1,752.08",324.42,"1,189.72",16.81,"2,384.85"
283,B6,Jetblue Airways,2012,7,"20,719.00","3,787.00","24,506.00","2,348,297.00","440,570.00","2,788,867.00",392.85,92.55,27.4,3.02,28.71,0.35,33.06,2.91,0.91,"6,850.04","1,905.11",399.94,"1,769.43",10.3,"2,765.25"
284,B6,Jetblue Airways,2012,8,"20,693.00","3,753.00","24,446.00","2,350,214.00","442,553.00","2,792,767.00",391.13,99.04,30.77,2.81,27.71,0.31,37.43,1.6,0.92,"7,249.06","2,212.51",292.96,"1,613.47",12.4,"3,117.72"
285,B6,Jetblue Airways,2012,9,"18,152.00","2,927.00","21,079.00","1,862,866.00","295,743.00","2,158,609.00",342.4,57.89,17.37,0.92,21.66,0.05,17.87,0.49,0.53,"3,564.91","1,084.49",60.47,"1,167.19",2.19,"1,250.57"
286,B6,Jetblue Airways,2012,10,"17,302.00","2,676.00","19,978.00","1,921,819.00","272,640.00","2,194,459.00",357.38,66.69,21.5,0.66,24.63,0.25,19.65,25.5,0.56,"3,322.77","1,240.77",35.31,927.65,8.5,"1,110.54"
287,B6,Jetblue Airways,2012,11,"18,630.00","3,104.00","21,734.00","2,028,019.00","310,394.00","2,338,413.00",370,59.73,22.04,1.28,17.1,0.19,19.11,6,1.08,"3,509.63","1,303.06",151.63,708.51,7.08,"1,339.35"
288,B6,Jetblue Airways,2012,12,"19,862.00","3,592.00","23,454.00","2,124,496.00","355,590.00","2,480,086.00",389.96,113.57,37.18,0.81,33.54,0.27,41.78,1.47,1.14,"7,327.73","2,442.80",72.65,"1,605.10",10.59,"3,196.59"
289,B6,Jetblue Airways,2013,1,"19,292.00","3,287.00","22,579.00","2,041,023.00","342,195.00","2,383,218.00",378.25,79.61,27.17,0.78,26.77,0.24,24.64,1.2,1.14,"4,346.71","1,654.76",56.41,"1,065.59",6.59,"1,563.35"
290,B6,Jetblue Airways,2013,2,"17,126.00","2,993.00","20,119.00","1,851,783.00","310,614.00","2,162,397.00",341.67,92.29,29.55,0.68,30.88,0.17,31.01,13.44,0.81,"5,164.27","1,758.06",49.5,"1,290.94",5.21,"2,060.56"
291,B6,Jetblue Airways,2013,3,"20,748.00","3,429.00","24,177.00","2,348,755.00","393,028.00","2,741,783.00",400.81,107.69,32.88,1.41,34.6,0.32,38.48,2.56,0.67,"6,845.35","2,043.85",151.02,"1,686.23",17.54,"2,946.71"
292,B6,Jetblue Airways,2013,4,"19,937.00","3,417.00","23,354.00","2,163,142.00","385,299.00","2,548,441.00",378.04,102.77,28.97,1.01,37.86,0.37,34.57,2.92,0.98,"6,197.49","1,766.21",87.53,"1,982.13",15.91,"2,345.72"
293,B6,Jetblue Airways,2013,5,"20,232.00","3,219.00","23,451.00","2,204,878.00","355,089.00","2,559,967.00",355.47,67.96,18.65,1.46,27.45,0.21,20.2,1.39,0.75,"4,155.68","1,129.60",109.05,"1,463.77",10.25,"1,443.02"
294,B6,Jetblue Airways,2013,6,"20,587.00","3,502.00","24,089.00","2,247,822.00","386,659.00","2,634,481.00",362.16,105.95,27.49,1.98,37.07,0.27,39.13,2.67,1.4,"7,768.23","1,871.49",192.6,"2,443.23",14.14,"3,246.77"
295,B6,Jetblue Airways,2013,7,"22,027.00","4,312.00","26,339.00","2,442,024.00","504,325.00","2,946,349.00",388.53,134.82,36.92,2.7,40.08,0.59,54.54,4.11,1.44,"9,332.44","2,436.28",251.51,"2,319.93",33.39,"4,291.33"
296,B6,Jetblue Airways,2013,8,"21,999.00","4,306.00","26,305.00","2,424,528.00","500,188.00","2,924,716.00",385.82,104.37,30.45,1.15,31.88,0.68,40.22,0.56,0.79,"6,328.23","1,958.84",73.56,"1,511.16",28.3,"2,756.37"
297,B6,Jetblue Airways,2013,9,"18,590.00","3,104.00","21,694.00","1,869,672.00","309,334.00","2,179,006.00",326,53.28,16.72,0.99,18.61,0.24,16.72,0.82,0.88,"3,341.21","1,078.44",83.02,930.28,15.79,"1,233.68"
298,B6,Jetblue Airways,2013,10,"19,380.00","3,102.00","22,482.00","2,021,520.00","308,731.00","2,330,251.00",340.04,43.75,12.96,0.26,19.39,0.14,11.02,0.4,0.23,"2,151.32",730.58,18.54,726.26,5.91,670.02
299,B6,Jetblue Airways,2013,11,"19,570.00","3,256.00","22,826.00","1,970,159.00","342,352.00","2,312,511.00",356.35,51.95,16.82,0.34,20.09,0.21,14.48,1.29,0.8,"2,468.40",925,21.95,722.02,7.64,791.8
300,B6,Jetblue Airways,2013,12,"20,988.00","4,224.00","25,212.00","2,253,102.00","451,312.00","2,704,414.00",386.09,133.36,39.19,1.51,46.37,0.51,45.78,5.95,1.36,"7,398.67","2,242.36",187.22,"1,975.42",23.75,"2,969.93"
301,B6,Jetblue Airways,2014,1,"18,190.00","3,870.00","22,060.00","1,924,406.00","415,806.00","2,340,212.00",367.62,117.49,39.35,5.91,32.36,0.41,39.46,39.35,1.62,"9,710.80","3,183.76",985.38,"1,565.49",16.42,"3,959.75"
302,B6,Jetblue Airways,2014,2,"17,576.00","3,600.00","21,176.00","1,856,355.00","373,545.00","2,229,900.00",330.09,97,29.15,2.09,32.45,0.42,32.9,18.3,1.52,"5,746.41","1,772.91",219.66,"1,529.11",16.73,"2,208.00"
303,B6,Jetblue Airways,2014,3,"21,092.00","4,020.00","25,112.00","2,309,097.00","443,279.00","2,752,376.00",376.81,77.84,24.43,0.75,26.71,0.14,25.81,7.49,0.67,"4,017.32","1,326.68",74.35,"1,105.86",5.63,"1,504.79"
304,B6,Jetblue Airways,2014,4,"20,713.00","4,016.00","24,729.00","2,244,592.00","442,573.00","2,687,165.00",367.96,77.32,20.47,0.75,31.47,0.21,24.41,5.32,0.67,"4,337.28","1,165.12",73.98,"1,538.02",8.63,"1,551.53"
305,B6,Jetblue Airways,2014,5,"20,791.00","4,218.00","25,009.00","2,273,622.00","461,956.00","2,735,578.00",353.1,69.93,21.07,1.41,24.52,0.26,22.68,8.53,1.62,"4,173.78","1,223.48",110.85,"1,280.97",11.72,"1,546.77"
306,B6,Jetblue Airways,2014,6,"20,877.00","4,437.00","25,314.00","2,265,374.00","486,289.00","2,751,663.00",347.93,71.49,20.93,2.02,25.96,0.18,22.41,6.98,1.02,"4,061.49","1,172.67",174.9,"1,280.56",7.39,"1,425.97"
307,B6,Jetblue Airways,2014,7,"21,992.00","5,162.00","27,154.00","2,462,573.00","625,078.00","3,087,651.00",370.08,114.34,30.91,3.7,37.55,0.37,41.81,11.02,1.03,"7,893.43","1,929.10",455.74,"2,357.48",15.59,"3,135.52"
308,B6,Jetblue Airways,2014,8,"22,241.00","5,216.00","27,457.00","2,499,568.00","630,550.00","3,130,118.00",366.21,79.8,24.08,1.51,26.81,0.52,26.88,2.3,0.64,"4,031.80","1,283.02",132.07,"1,073.95",25.26,"1,517.51"
309,B6,Jetblue Airways,2014,9,"19,071.00","3,667.00","22,738.00","1,975,628.00","380,530.00","2,356,158.00",312.77,41.77,10.86,1.08,19.83,0.15,9.86,1.05,0.72,"2,035.30",586.74,55.33,802.61,6.2,584.43
310,B6,Jetblue Airways,2014,10,"20,080.00","3,775.00","23,855.00","2,187,763.00","397,748.00","2,585,511.00",340.9,53.71,13.9,1.09,24.17,0.18,14.38,1.25,0.59,"2,809.31",723.37,78.41,"1,159.42",6.15,841.95
311,B6,Jetblue Airways,2014,11,"19,935.00","4,023.00","23,958.00","2,123,703.00","420,661.00","2,544,364.00",351.75,63.28,17.3,0.85,27.61,0.17,17.35,2.68,0.54,"3,189.23",902.68,77.11,"1,137.61",5.79,"1,066.04"
312,B6,Jetblue Airways,2014,12,"21,952.00","4,878.00","26,830.00","2,326,056.00","529,367.00","2,855,423.00",385.46,72.49,22.17,0.41,28.48,0.33,21.1,2.04,1.21,"3,593.32","1,121.61",19.95,"1,202.02",14.84,"1,234.89"
313,B6,Jetblue Airways,2015,1,"20,572.00","4,572.00","25,144.00","2,154,498.00","501,790.00","2,656,288.00",379.35,86.74,24.77,1.78,31.62,0.35,28.22,19.33,0.68,"4,845.72","1,341.26",164.79,"1,417.19",20.07,"1,902.40"
314,B6,Jetblue Airways,2015,2,"18,539.00","3,839.00","22,378.00","2,014,931.00","419,677.00","2,434,608.00",346.51,115.47,34.4,3.34,36.76,0.26,40.71,22.74,1.26,"7,430.37","2,208.46",364.14,"1,798.98",18.7,"3,040.09"
315,B6,Jetblue Airways,2015,3,"22,253.00","4,247.00","26,500.00","2,497,416.00","499,085.00","2,996,501.00",396.32,102.89,31.71,1.41,34.07,0.23,35.47,8.04,1.84,"6,854.86","1,918.12",177.61,"2,000.70",7.88,"2,750.54"
316,B6,Jetblue Airways,2015,4,"21,954.00","4,296.00","26,250.00","2,425,597.00","495,760.00","2,921,357.00",379.66,70.91,21.35,1.12,25,0.17,23.28,2.4,1.14,"4,244.48","1,237.69",93.47,"1,297.86",6,"1,609.47"
317,B6,Jetblue Airways,2015,5,"22,434.00","4,200.00","26,634.00","2,473,838.00","483,312.00","2,957,150.00",363.95,53.58,17.26,1.32,18.64,0.17,16.19,2.77,0.66,"3,397.45","1,027.50",125.5,"1,122.47",8.53,"1,113.45"
318,B6,Jetblue Airways,2015,6,"22,418.00","4,466.00","26,884.00","2,452,560.00","527,709.00","2,980,269.00",358.06,73.37,20.27,1.98,26.63,0.14,24.34,3.67,1.29,"4,831.24","1,200.05",169.19,"1,635.67",6.22,"1,820.11"
319,B6,Jetblue Airways,2015,7,"23,870.00","5,311.00","29,181.00","2,645,339.00","672,464.00","3,317,803.00",381.41,85.05,24.65,2.25,27.06,0.21,30.87,3.57,0.9,"5,007.27","1,419.76",147.37,"1,382.16",7.65,"2,050.33"
320,B6,Jetblue Airways,2015,8,"23,642.00","5,326.00","28,968.00","2,607,840.00","673,900.00","3,281,740.00",378.19,93.27,28.48,3.05,25.82,0.98,34.93,4.05,1.03,"5,938.81","1,723.86",276.79,"1,357.43",62.6,"2,518.13"
321,B6,Jetblue Airways,2015,9,"21,086.00","3,919.00","25,005.00","2,192,625.00","440,247.00","2,632,872.00",335.44,65.25,19.89,1.89,23.43,0.2,19.84,1.43,0.57,"3,569.43","1,093.08",128.84,"1,091.63",6.9,"1,248.97"
322,B6,Jetblue Airways,2015,10,"21,826.00","4,082.00","25,908.00","2,407,418.00","461,284.00","2,868,702.00",359.23,65.82,24.13,0.79,21.39,0.11,19.4,2.13,0.74,"3,480.23","1,194.95",64.54,"1,036.02",4.7,"1,180.02"
323,B6,Jetblue Airways,2015,11,"21,622.00","4,174.00","25,796.00","2,390,905.00","486,610.00","2,877,515.00",367.75,59.92,22.32,0.34,20.11,0.19,16.96,1.9,0.73,"3,184.27","1,152.75",29.92,885.46,11.97,"1,104.19"
324,B6,Jetblue Airways,2015,12,"23,347.00","5,222.00","28,569.00","2,544,915.00","604,335.00","3,149,250.00",389.05,113.87,39.54,1.2,30.76,0.7,41.66,1.1,1.33,"7,398.38","2,391.32",184.92,"1,489.62",27.25,"3,305.28"
325,B6,Jetblue Airways,2016,1,"22,175.00","4,900.00","27,075.00","2,361,374.00","582,384.00","2,943,758.00",371.26,98.35,35.57,1.58,25.86,0.48,34.86,14.47,0.84,"5,711.76","1,956.39",192.81,"1,087.82",18.31,"2,456.44"
326,B6,Jetblue Airways,2016,2,"21,301.00","4,441.00","25,742.00","2,344,496.00","514,768.00","2,859,264.00",351.23,98.84,32.17,3.34,27.88,0.36,35.09,9.02,1.21,"7,777.90","2,205.00",434.58,"1,632.39",12.68,"3,493.26"
327,B6,Jetblue Airways,2016,3,"23,775.00","4,809.00","28,584.00","2,716,571.00","589,916.00","3,306,487.00",384.27,89.24,29.58,1.16,26.65,0.44,31.42,1.9,0.97,"5,412.34","1,736.53",96.71,"1,283.00",24.44,"2,271.66"
328,B6,Jetblue Airways,2016,4,"23,066.00","4,730.00","27,796.00","2,562,863.00","564,168.00","3,127,031.00",373.98,75.19,25.82,0.62,22.16,0.2,26.39,2.79,0.79,"5,074.18","1,605.31",58.44,"1,186.77",10.35,"2,213.31"
329,B6,Jetblue Airways,2016,5,"24,186.00","4,698.00","28,884.00","2,700,059.00","542,469.00","3,242,528.00",361.79,67.91,24.1,1.46,20.97,0.21,21.17,1.31,0.55,"3,685.81","1,273.36",141.72,895.28,9.72,"1,365.73"
330,B6,Jetblue Airways,2016,6,"23,703.00","5,035.00","28,738.00","2,685,827.00","597,715.00","3,283,542.00",361.29,88.86,27.55,1.68,28.23,0.34,31.05,3.05,0.73,"5,592.79","1,577.09",169.41,"1,555.41",16.36,"2,274.52"
331,B6,Jetblue Airways,2016,7,"24,506.00","5,636.00","30,142.00","2,812,030.00","714,540.00","3,526,570.00",377.68,112.95,36.35,3.14,31.82,0.46,41.19,7.73,1.14,"8,583.82","2,386.74",407.18,"2,258.09",18.5,"3,513.30"
