Airline,Year,Month,DOM_Flights,DOM_Passengers,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,label
101,2010,1,45545,5071320,589.51,103.08,35.68,5.26,35.17,0.28,26.69,14.63,1.65,Increase
101,2011,1,44782,4984095,591.68,98.90,34.88,6.12,31.13,0.01,26.75,19.10,1.26,Increase
101,2012,1,43139,4997279,533.30,77.40,27.95,3.82,27.86,0.13,17.65,8.76,1.13,Increase
101,2013,1,44107,5195596,546.93,101.11,32.02,4.04,31.33,0.19,33.53,10.52,1.15,Increase
101,2014,1,43978,5222881,540.49,111.68,35.40,8.60,28.19,0.03,39.46,18.74,1.38,Increase
101,2015,1,43287,5140185,543.94,117.64,37.81,4.24,34.38,0.18,41.03,11.11,1.05,Decrease
101,2017,1,72378,8850729,786.37,150.53,44.18,3.37,60.93,0.51,41.53,10.54,2.20,Decrease
101,2018,1,72293,9031178,766.65,117.91,39.97,4.75,40.38,0.29,32.52,15.40,1.10,Increase
101,2010,2,40142,4587189,535.48,112.16,36.71,6.50,39.49,0.12,29.35,28.82,1.20,Decrease
101,2011,2,39189,4528400,536.06,119.01,35.30,10.04,40.13,0.14,33.40,35.03,1.29,Increase
101,2012,2,41446,4867812,510.26,64.71,24.25,1.35,23.41,0.04,15.64,5.66,0.76,Increase
101,2013,2,40076,4822406,497.46,94.33,27.68,4.92,28.25,0.03,33.46,10.11,1.05,Decrease
101,2014,2,39248,4816811,488.52,102.46,29.50,5.29,32.99,0.01,34.68,23.33,1.33,Increase
101,2015,2,37396,4684026,497.94,99.06,29.97,6.66,35.65,0.16,26.61,31.93,1.26,Decrease
101,2017,2,66463,8313772,714.07,96.23,30.02,1.49,39.68,0.13,24.91,8.41,1.22,Decrease
101,2018,2,67711,8753570,712.39,126.36,35.26,4.58,48.91,0.20,37.41,8.91,1.80,Increase
101,2010,3,46963,5826764,598.73,133.62,40.83,9.29,47.39,0.09,36.01,7.23,2.44,Increase
101,2011,3,46034,5672521,598.78,102.36,37.31,2.48,34.54,0.06,27.97,10.69,1.71,Decrease
101,2012,3,45567,5799813,569.25,103.51,29.50,4.65,36.43,0.11,32.81,8.90,1.91,Increase
101,2013,3,45332,5673163,556.12,94.78,27.59,4.10,29.07,0.08,33.94,5.27,1.26,Decrease
101,2014,3,45537,5741624,550.83,99.54,29.75,3.35,32.85,0.14,33.44,10.44,1.49,Increase
101,2015,3,44655,5730340,560.56,119.09,41.82,2.23,35.47,0.15,39.42,17.41,1.20,Decrease
101,2017,3,77089,10234502,867.93,156.81,46.10,2.73,59.40,0.36,48.22,13.61,1.49,Decrease
101,2018,3,75893,10422226,823.24,117.89,41.77,2.18,37.03,0.31,36.61,26.20,1.23,Increase
101,2010,4,44521,5556542,565.62,89.05,32.88,3.68,28.31,0.10,24.08,3.87,1.84,Decrease
101,2011,4,44236,5443337,557.16,140.54,36.95,7.89,54.55,0.02,41.14,14.68,3.30,Decrease
101,2012,4,42425,5407854,534.35,77.63,22.88,5.74,24.03,0.06,24.92,19.79,2.13,Increase
101,2013,4,43469,5349248,553.31,139.63,36.60,4.34,45.11,0.03,53.56,12.11,1.61,Decrease
101,2014,4,43630,5501405,551.52,93.81,26.58,3.05,34.02,0.07,30.09,1.75,2.23,Increase
101,2015,4,44663,5688230,559.63,109.18,32.58,6.84,36.25,0.14,33.37,4.43,2.96,Increase
101,2017,4,73099,9606283,767.25,154.36,41.25,3.76,60.05,0.26,49.04,7.76,1.48,Increase
101,2018,4,74118,9879265,759.02,115.68,37.49,3.43,39.33,0.21,35.23,4.65,1.64,Increase
101,2010,5,44949,5668495,606.96,128.20,36.54,7.38,47.18,0.11,36.99,10.96,2.97,Increase
101,2011,5,43937,5620742,590.87,137.97,41.45,10.48,45.73,0.05,40.26,32.72,4.64,Decrease
101,2012,5,45084,5810112,578.58,107.35,28.47,8.44,36.28,0.06,34.09,3.69,3.01,Increase
101,2013,5,45433,5661503,585.94,128.08,34.14,5.51,41.81,0.05,46.57,7.73,3.51,Decrease
101,2014,5,44916,5767256,556.88,112.98,33.59,5.80,35.39,0.05,38.15,13.00,3.35,Increase
101,2015,5,44065,5704600,588.29,113.38,33.14,8.17,35.54,0.13,36.40,11.63,2.83,Decrease
101,2017,5,77011,10136949,831.48,158.05,42.92,2.56,63.75,0.31,48.51,5.35,1.73,Increase
101,2018,5,77253,10356532,829.33,164.60,48.77,6.63,53.21,0.22,55.76,10.28,2.55,Increase
101,2010,6,44173,5826063,583.01,136.09,40.95,7.27,47.55,0.04,40.28,13.35,3.56,Increase
101,2011,6,44959,5859655,571.99,116.29,43.31,5.19,35.58,0.13,32.09,12.98,2.56,Increase
101,2012,6,43178,5763314,544.31,99.18,31.68,6.94,30.76,0.24,29.56,8.01,2.69,Decrease
101,2013,6,44895,5766511,551.99,156.05,38.81,8.77,41.94,0.07,66.46,7.85,2.87,Increase
101,2014,6,45663,5935921,545.54,167.64,40.55,9.61,51.86,0.07,65.56,6.00,3.27,Increase
101,2015,6,44042,5938232,568.72,125.73,38.70,5.77,36.66,0.19,44.42,6.91,2.65,Increase
101,2017,6,76142,10253686,787.03,195.34,51.40,8.55,67.02,0.39,67.98,13.20,2.46,Decrease
101,2018,6,77266,10635376,783.63,189.25,56.64,10.42,53.54,0.27,68.38,13.97,2.54,Increase
101,2010,7,46117,6019072,602.77,130.10,42.49,7.29,43.10,0.08,37.14,7.39,3.25,Decrease
101,2011,7,46435,6076925,590.61,117.59,44.74,5.77,31.47,0.03,35.57,12.39,2.06,Increase
101,2012,7,44515,5862790,559.40,121.99,36.29,7.63,41.03,0.04,36.99,6.78,3.16,Decrease
101,2013,7,46654,5904915,575.91,138.44,38.23,5.87,39.84,0.02,54.48,10.57,3.05,Increase
101,2014,7,47130,6137012,564.88,146.50,40.13,5.52,45.24,0.13,55.48,7.10,2.79,Increase
101,2016,7,80654,10707983,928.16,252.17,74.61,10.84,78.11,0.64,87.98,16.27,3.80,Decrease
101,2017,7,78311,10476594,863.08,212.25,59.80,11.37,66.79,0.57,73.72,16.37,3.59,Decrease
101,2018,7,79177,10882459,807.36,220.48,65.17,11.00,66.19,0.37,77.75,18.73,2.65,Increase
101,2010,8,46122,5756912,602.08,108.84,39.63,4.52,33.28,0.20,31.22,5.26,1.97,Decrease
101,2011,8,45552,5717545,586.39,118.61,42.99,7.21,33.46,0.07,34.88,20.01,2.45,Decrease
101,2012,8,44018,5670333,557.93,128.19,39.57,5.66,41.90,0.32,40.74,10.64,2.38,Decrease
101,2013,8,46595,5717993,572.24,98.48,30.86,3.19,28.57,0.09,35.76,6.45,2.13,Increase
101,2014,8,45957,5846685,549.60,139.14,39.80,6.87,42.43,0.07,49.97,5.57,2.80,Increase
101,2016,8,79138,10094479,862.81,223.18,65.74,8.99,72.86,0.68,74.92,16.11,3.41,Decrease
101,2017,8,78553,10366917,808.87,168.07,48.13,5.78,61.02,0.51,52.64,10.14,2.41,Increase
101,2018,8,79351,10584430,804.06,203.76,59.70,10.19,67.24,0.33,66.30,14.17,2.97,Increase
101,2010,9,43268,5120391,563.94,87.01,27.50,6.09,30.44,0.09,22.90,4.34,2.04,Increase
101,2011,9,43411,5277512,544.50,89.76,32.54,4.09,29.91,0.06,23.16,4.49,2.44,Increase
101,2012,9,40677,4927838,522.81,201.96,70.60,3.75,60.12,0.18,67.31,16.30,1.40,Decrease
101,2013,9,42986,5004226,525.73,80.65,26.50,3.19,22.87,0.04,28.05,3.24,1.80,Increase
101,2014,9,43110,5163078,515.13,92.98,28.90,1.23,34.38,0.10,28.37,3.21,1.17,Increase
101,2016,9,72358,9213005,762.74,127.47,38.25,5.13,48.53,0.23,33.98,2.56,1.20,Decrease
101,2017,9,68928,8844642,735.32,91.16,31.16,2.26,33.99,0.34,23.42,33.96,1.15,Decrease
101,2018,9,73948,9004336,774.53,150.70,45.43,6.80,54.30,0.64,43.53,14.87,2.42,Increase
101,2010,10,44396,5621810,603.70,75.15,26.81,2.27,27.42,0.10,18.54,5.57,1.73,Increase
101,2011,10,44337,5597937,577.44,92.34,33.55,2.67,32.52,0.07,23.53,3.49,1.51,Decrease
101,2012,10,42071,5307352,560.19,164.30,53.90,2.13,59.68,0.08,48.50,15.64,1.27,Decrease
101,2013,10,45244,5537823,572.39,96.75,30.23,1.90,30.03,0.00,34.59,0.89,1.28,Increase
101,2014,10,44856,5586600,543.53,123.95,32.84,3.57,46.06,0.21,41.26,4.71,1.40,Decrease
101,2016,10,74458,9669243,808.29,114.01,36.92,0.93,44.87,0.24,31.05,8.87,0.92,Decrease
101,2017,10,75559,10184330,764.77,109.12,35.70,1.69,42.04,0.36,29.33,3.66,1.20,Increase
101,2018,10,78497,10268808,797.61,159.94,46.69,5.20,55.96,0.19,51.90,6.83,1.97,Increase
101,2010,11,43094,5271371,575.53,81.52,26.52,3.37,30.83,0.02,20.77,2.07,1.01,Increase
101,2011,11,41353,5237700,531.60,92.68,30.49,2.31,38.47,0.00,21.41,2.44,0.87,Decrease
101,2012,11,41689,5217765,537.95,104.19,39.98,0.83,31.43,0.08,31.87,4.45,0.86,Increase
101,2013,11,42619,5039567,540.04,87.63,27.58,1.82,26.17,0.43,31.63,8.69,1.25,Decrease
101,2014,11,42397,5099070,531.76,111.29,32.78,3.58,32.47,0.14,42.32,3.19,1.19,Increase
101,2016,11,71727,9228542,789.22,112.16,33.32,1.23,47.18,0.29,30.14,1.99,0.96,Decrease
101,2017,11,69689,9486559,718.32,78.74,29.02,0.69,27.27,0.40,21.37,1.06,0.82,Increase
101,2018,11,74178,9888304,768.70,139.99,44.72,3.19,50.53,0.29,41.26,5.26,1.23,Increase
101,2010,12,44697,5385462,585.33,98.01,32.32,5.89,34.34,0.34,25.13,14.24,1.72,Increase
101,2011,12,42745,5217199,529.44,88.05,33.06,3.53,29.20,0.01,22.24,3.48,1.46,Decrease
101,2012,12,44037,5377297,545.63,123.09,40.27,4.03,35.37,0.08,43.34,10.56,1.49,Increase
101,2013,12,42876,5379304,544.49,124.02,35.01,9.24,34.59,0.05,45.13,35.50,1.08,Increase
101,2014,12,45150,5566235,534.00,137.06,41.92,1.12,41.67,0.16,52.19,4.21,1.18,Increase
101,2016,12,73393,9334761,793.57,158.62,48.80,4.27,56.02,0.46,49.07,5.91,1.42,Decrease
101,2017,12,73581,9716423,737.44,128.34,40.35,4.32,45.72,0.33,37.62,3.12,1.16,Increase
101,2018,12,74942,9764388,746.28,136.81,42.43,4.29,50.44,0.39,39.27,13.59,1.80,Increase
102,2011,1,55852,6353800,530.61,100.49,29.62,3.13,40.29,0.02,27.44,33.54,0.66,Increase
102,2012,1,55239,6544675,446.94,57.05,15.92,1.63,24.47,0.02,15.00,2.77,0.77,Increase
102,2013,1,57081,6945446,436.50,51.62,16.91,2.06,21.47,0.03,11.15,2.24,0.82,Increase
102,2014,1,56300,7114603,440.52,108.19,35.30,10.36,30.23,0.01,32.29,22.37,0.78,Increase
102,2015,1,63957,7770744,444.28,56.46,18.50,3.40,20.55,0.03,13.97,4.68,0.46,Increase
102,2016,1,68903,8471686,471.02,62.39,19.73,3.71,21.83,0.02,17.11,6.58,0.59,Increase
102,2017,1,69354,8526218,468.54,83.94,27.56,6.95,26.48,0.04,22.91,5.25,1.27,Increase
102,2018,1,69959,8569504,488.04,65.36,19.32,7.35,20.14,0.02,18.53,10.54,0.79,Increase
102,2011,2,52259,6190982,493.98,88.85,25.46,2.59,36.68,0.02,24.10,16.46,1.02,Increase
102,2012,2,52037,6461946,433.74,41.92,13.34,0.62,16.83,0.04,11.09,1.00,0.37,Increase
102,2013,2,52443,6650536,412.98,52.41,17.22,1.52,21.13,0.01,12.54,4.19,0.48,Increase
102,2014,2,51726,6828755,425.99,75.17,24.75,3.68,26.70,0.03,20.01,20.13,0.66,Increase
102,2015,2,59378,7621569,417.01,79.36,25.39,6.51,24.83,0.02,22.61,11.62,0.81,Increase
102,2016,2,67661,8331767,451.81,58.13,17.80,3.08,20.24,0.04,16.99,2.09,1.13,Increase
102,2017,2,65129,8243904,438.34,43.14,14.36,2.11,15.92,0.02,10.74,2.39,0.64,Decrease
102,2018,2,66400,8572978,454.12,53.75,16.87,2.82,19.42,0.05,14.59,0.48,0.84,Increase
102,2011,3,62311,8038760,549.48,113.39,31.36,2.02,45.89,0.03,34.09,4.43,0.83,Increase
102,2012,3,60472,8227631,487.56,68.00,20.52,1.16,26.33,0.02,19.98,1.11,0.66,Increase
102,2013,3,63624,8595017,477.08,67.17,23.50,2.27,24.23,0.01,17.16,3.60,0.86,Increase
102,2014,3,67085,9238646,512.16,78.62,27.29,1.78,26.97,0.01,22.56,1.19,0.51,Increase
102,2015,3,73836,9898585,518.64,78.54,26.66,2.70,26.58,0.02,22.58,3.66,0.94,Increase
102,2016,3,78326,10207835,532.04,63.27,20.64,2.38,21.96,0.06,18.23,0.39,0.97,Increase
102,2017,3,78839,10589367,530.67,65.59,20.46,2.57,24.41,0.03,18.10,2.95,0.92,Increase
102,2018,3,80645,10898772,557.29,65.99,22.83,2.57,22.96,0.07,17.56,5.95,0.70,Increase
102,2011,4,60131,7708165,512.68,104.59,27.90,2.59,42.58,0.02,31.50,5.37,1.31,Increase
102,2012,4,59461,7968212,482.83,42.43,14.60,0.49,15.81,0.01,11.52,0.87,0.51,Increase
102,2013,4,62354,8129300,479.16,67.96,22.76,1.83,25.46,0.06,17.84,0.65,0.56,Increase
102,2014,4,65806,8961118,508.88,74.30,23.44,2.39,27.34,0.02,21.13,0.31,0.80,Increase
102,2015,4,72219,9537737,504.69,64.47,21.12,2.89,23.11,0.03,17.32,1.03,0.89,Increase
102,2016,4,76677,9886117,524.71,49.96,18.81,1.10,16.30,0.01,13.73,0.36,0.64,Increase
102,2017,4,74141,9684786,531.35,99.95,32.37,9.59,27.75,0.05,30.19,21.73,1.22,Decrease
102,2018,4,78895,10458858,537.50,70.39,22.20,2.21,28.05,0.06,17.86,1.82,0.94,Increase
102,2011,5,62865,8211317,552.53,91.60,27.65,2.83,36.39,0.05,24.68,3.13,0.92,Increase
102,2012,5,61301,8184512,493.61,65.09,19.14,1.67,25.10,0.04,19.14,1.20,1.02,Decrease
102,2013,5,64207,8521714,500.68,67.65,22.98,1.45,25.51,0.02,17.68,0.39,0.87,Increase
102,2014,5,68221,9364067,511.55,78.16,25.73,2.35,29.39,0.09,20.61,0.54,1.06,Increase
102,2015,5,74937,10018605,505.51,62.59,20.72,3.34,20.51,0.03,17.98,0.97,1.36,Increase
102,2016,5,80644,10702739,555.56,62.10,23.05,1.95,19.64,0.07,17.39,0.27,0.81,Increase
102,2017,5,80904,10813517,549.27,93.16,27.93,2.25,35.32,0.05,27.61,0.38,1.19,Increase
102,2018,5,81914,11042700,563.69,83.30,26.47,3.46,31.72,0.12,21.53,0.16,1.23,Increase
102,2011,6,63783,8476210,524.94,105.66,31.95,5.12,36.02,0.03,32.54,5.57,1.87,Increase
102,2012,6,63297,8731599,497.98,68.89,22.61,2.05,23.25,0.01,20.98,1.86,1.51,Increase
102,2013,6,66266,8955829,486.96,112.86,35.57,4.40,39.21,0.04,33.64,2.04,1.49,Increase
102,2014,6,69904,9604618,504.50,95.55,29.36,4.63,33.96,0.02,27.58,0.14,1.45,Increase
102,2015,6,77368,10447049,511.62,88.05,26.97,5.22,29.09,0.04,26.74,1.58,1.70,Increase
102,2016,6,81770,10801557,539.85,87.81,27.18,4.46,27.85,0.04,28.28,0.09,1.58,Increase
102,2017,6,81187,10968903,543.85,91.82,27.57,3.86,32.90,0.08,27.40,0.62,1.30,Increase
102,2018,6,83840,11433287,561.43,100.89,31.30,7.27,31.55,0.05,30.72,0.88,1.82,Increase
102,2011,7,66539,8975080,552.87,104.62,32.42,4.80,33.72,0.03,33.65,5.25,1.46,Increase
102,2012,7,65771,9071103,522.22,100.02,28.97,4.82,34.85,0.04,31.34,2.88,1.78,Increase
102,2013,7,69227,9285996,524.05,128.77,40.53,4.49,44.07,0.02,39.66,2.36,1.98,Increase
102,2014,7,72875,10060931,530.76,70.33,24.62,3.15,24.23,0.01,18.32,1.01,1.42,Increase
102,2015,7,80943,10866964,556.83,85.31,26.22,4.64,28.53,0.04,25.88,0.73,1.72,Increase
102,2016,7,83844,10934957,569.23,100.87,31.97,6.06,32.69,0.05,30.10,1.64,2.11,Increase
102,2017,7,83843,11309402,568.73,93.99,30.39,4.89,31.65,0.13,26.93,0.24,1.64,Increase
102,2018,7,86766,11918888,588.73,94.95,26.83,6.44,32.73,0.07,28.88,0.87,1.96,Increase
102,2011,8,65237,8560593,541.80,82.84,26.51,3.18,27.95,0.01,25.20,10.18,1.57,Increase
102,2012,8,66746,9018451,526.56,80.32,24.58,1.77,28.77,0.01,25.19,3.39,0.99,Increase
102,2013,8,69479,9186387,521.26,76.70,26.06,1.83,27.13,0.02,21.66,0.38,0.94,Increase
102,2014,8,72902,9875166,520.65,75.52,25.48,4.42,25.92,0.03,19.67,2.12,1.31,Increase
102,2015,8,81178,10643803,554.43,78.71,24.88,4.97,24.80,0.03,24.03,0.47,1.39,Increase
102,2016,8,82950,10332267,559.87,99.34,39.31,3.15,25.67,0.11,31.09,11.97,1.15,Decrease
102,2017,8,84816,11309630,573.01,69.64,22.86,2.49,24.57,0.11,19.60,1.29,1.10,Increase
102,2018,8,88074,11932518,594.36,96.55,27.52,5.30,34.21,0.10,29.42,1.05,1.55,Increase
102,2011,9,59226,7507319,477.23,54.99,16.20,1.11,23.32,0.02,14.35,1.40,0.78,Increase
102,2012,9,61144,7651409,465.94,46.48,14.61,0.60,17.95,0.01,13.31,0.88,0.61,Increase
102,2013,9,62388,7856110,460.67,43.87,16.11,0.82,17.05,0.01,9.87,0.36,0.56,Increase
102,2014,9,67122,8636445,465.63,65.28,18.88,2.33,27.44,0.02,16.60,0.90,0.67,Increase
102,2015,9,72242,9310805,493.58,45.97,15.59,2.25,16.94,0.01,11.18,0.04,0.73,Increase
102,2016,9,75632,9712323,506.54,48.78,16.83,1.82,17.72,0.04,12.37,0.07,0.90,Increase
102,2017,9,74074,9416969,520.72,46.22,16.80,1.96,17.12,0.05,10.30,11.76,0.86,Decrease
102,2018,9,78175,10028453,542.19,61.91,19.31,2.05,24.95,0.09,15.52,0.78,0.93,Increase
102,2011,10,61212,7987349,518.75,52.19,16.67,0.58,22.12,0.01,12.82,1.54,0.53,Decrease
102,2012,10,62824,8365640,507.19,62.79,19.37,0.83,23.76,0.02,18.82,9.96,0.62,Increase
102,2013,10,65587,8495170,495.79,41.94,15.80,0.42,16.01,0.07,9.64,0.14,0.42,Increase
102,2014,10,70812,9430367,501.25,65.50,19.29,1.47,26.27,0.01,18.46,0.12,0.43,Increase
102,2015,10,75652,10186485,528.34,41.13,16.97,0.51,13.83,0.02,9.80,0.12,0.54,Increase
102,2016,10,78599,10384814,533.56,38.08,14.77,0.51,14.00,0.06,8.74,3.20,0.49,Increase
102,2017,10,79605,10725324,544.36,56.96,19.45,1.57,20.17,0.10,15.67,0.07,0.58,Increase
102,2018,10,82219,11070334,566.44,55.29,17.62,1.31,22.16,0.04,14.16,0.51,0.76,Increase
102,2011,11,58129,7534741,480.17,52.34,16.37,0.71,21.96,0.02,13.28,0.98,0.52,Increase
102,2012,11,60032,7885681,473.02,41.93,14.82,0.63,14.65,0.05,11.78,2.09,0.67,Increase
102,2013,11,61500,7661415,468.18,54.35,18.06,1.16,20.02,0.26,14.84,0.15,0.45,Decrease
102,2014,11,67079,8555221,471.80,62.67,18.88,1.72,25.63,0.05,16.39,0.25,0.48,Increase
102,2015,11,72350,9470271,515.91,53.71,18.26,1.73,19.21,0.05,14.45,0.10,0.54,Increase
102,2016,11,74194,9858408,494.02,42.11,14.90,0.94,15.75,0.05,10.47,0.00,0.53,Increase
102,2017,11,74440,9968774,509.23,31.79,12.40,0.67,12.18,0.06,6.48,0.00,0.41,Increase
102,2018,11,76362,10544475,518.61,85.31,22.14,3.80,33.44,0.03,25.90,0.71,0.85,Increase
102,2011,12,57426,7166636,470.54,52.65,16.74,0.75,20.63,0.01,14.52,0.93,0.61,Increase
102,2012,12,57389,7328012,438.34,62.03,18.63,1.31,24.44,0.02,17.63,1.45,0.49,Increase
102,2013,12,60717,8089402,445.76,88.71,28.55,3.73,32.32,0.01,24.11,1.92,0.72,Increase
102,2014,12,66621,8550169,458.77,49.91,16.80,1.81,19.62,0.01,11.67,0.31,0.49,Increase
102,2015,12,70846,9131393,480.54,76.65,23.71,5.19,24.41,0.04,23.30,1.26,1.13,Increase
102,2016,12,71642,9373077,483.86,88.36,29.69,4.70,29.85,0.07,24.05,0.91,0.78,Increase
102,2017,12,70899,9178087,491.93,65.78,22.75,4.74,21.55,0.10,16.64,14.47,1.13,Decrease
102,2018,12,75133,10002045,510.24,54.33,17.14,2.45,21.48,0.02,13.24,0.37,0.71,Increase
103,2010,1,16027,1536621,361.11,85.93,23.85,0.95,29.80,0.19,31.14,5.38,0.62,Increase
103,2011,1,16244,1666910,364.28,107.19,36.09,1.10,33.20,0.41,36.40,19.57,0.57,Increase
103,2012,1,17842,1863646,364.43,66.71,22.36,0.31,22.46,0.10,21.49,0.98,0.71,Increase
103,2013,1,19292,2041023,378.25,79.61,27.17,0.78,26.77,0.24,24.64,1.20,1.14,Increase
103,2014,1,18190,1924406,367.62,117.49,39.35,5.91,32.36,0.41,39.46,39.35,1.62,Decrease
103,2015,1,20572,2154498,379.35,86.74,24.77,1.78,31.62,0.35,28.22,19.33,0.68,Increase
103,2016,1,22175,2361374,371.26,98.35,35.57,1.58,25.86,0.48,34.86,14.47,0.84,Increase
103,2017,1,24189,2648950,390.51,96.21,31.04,1.39,28.15,0.55,35.07,8.33,1.73,Increase
103,2018,1,23518,2542390,388.61,108.95,39.43,2.09,26.44,0.31,40.69,22.98,1.09,Decrease
103,2010,2,14484,1436320,340.07,89.98,26.58,2.72,30.26,0.54,29.88,18.51,0.67,Increase
103,2011,2,15259,1596782,340.04,98.11,29.35,0.55,36.49,0.18,31.54,17.34,1.79,Increase
103,2012,2,17349,1830931,354.04,54.24,18.72,0.12,19.19,0.10,16.11,0.39,0.47,Increase
103,2013,2,17126,1851783,341.67,92.29,29.55,0.68,30.88,0.17,31.01,13.44,0.81,Increase
103,2014,2,17576,1856355,330.09,97.00,29.15,2.09,32.45,0.42,32.90,18.30,1.52,Increase
103,2015,2,18539,2014931,346.51,115.47,34.40,3.34,36.76,0.26,40.71,22.74,1.26,Increase
103,2016,2,21301,2344496,351.23,98.84,32.17,3.34,27.88,0.36,35.09,9.02,1.21,Increase
103,2017,2,21632,2383341,357.32,82.10,25.25,1.37,26.19,0.21,29.08,15.63,1.22,Increase
103,2018,2,22569,2512048,356.98,84.03,30.83,0.54,24.20,0.17,28.28,5.59,1.08,Increase
103,2010,3,17268,1857652,394.38,97.82,31.52,0.37,33.97,0.43,31.54,11.09,1.07,Increase
103,2011,3,18466,2025200,393.21,109.60,34.62,0.80,39.81,0.16,34.21,1.79,1.32,Increase
103,2012,3,19707,2219395,402.71,78.08,27.43,0.37,24.72,0.07,25.49,1.47,0.45,Increase
103,2013,3,20748,2348755,400.81,107.69,32.88,1.41,34.60,0.32,38.48,2.56,0.67,Increase
103,2014,3,21092,2309097,376.81,77.84,24.43,0.75,26.71,0.14,25.81,7.49,0.67,Increase
103,2015,3,22253,2497416,396.32,102.89,31.71,1.41,34.07,0.23,35.47,8.04,1.84,Increase
103,2016,3,23775,2716571,384.27,89.24,29.58,1.16,26.65,0.44,31.42,1.90,0.97,Increase
103,2017,3,25012,2846297,405.86,101.95,31.08,0.97,33.82,0.21,35.88,15.91,0.48,Increase
103,2018,3,24941,2972928,414.06,120.75,43.36,1.50,30.68,0.43,44.77,26.61,0.88,Increase
103,2010,4,16786,1782058,374.36,51.91,17.08,1.33,16.81,0.17,16.52,2.02,0.71,Increase
103,2011,4,18106,1901180,387.49,116.91,34.22,1.14,46.73,0.32,34.51,3.96,1.57,Increase
103,2012,4,19135,2121516,390.49,50.69,20.30,0.45,14.25,0.12,15.58,0.49,0.45,Increase
103,2013,4,19937,2163142,378.04,102.77,28.97,1.01,37.86,0.37,34.57,2.92,0.98,Increase
103,2014,4,20713,2244592,367.96,77.32,20.47,0.75,31.47,0.21,24.41,5.32,0.67,Increase
103,2015,4,21954,2425597,379.66,70.91,21.35,1.12,25.00,0.17,23.28,2.40,1.14,Increase
103,2016,4,23066,2562863,373.98,75.19,25.82,0.62,22.16,0.20,26.39,2.79,0.79,Increase
103,2017,4,24874,2808967,393.61,102.13,29.67,0.84,32.98,0.26,38.38,5.84,0.64,Increase
103,2018,4,25603,2951238,403.69,124.05,39.94,1.65,34.72,0.24,47.50,5.17,1.42,Increase
103,2010,5,16002,1729301,350.46,55.50,17.28,0.91,23.36,0.11,13.83,3.96,1.17,Increase
